business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
CakeChef Bakery,https://www.yelp.com/biz/cakechef-bakery-staten-island,(718) 448-1290,957 Jewett Ave,4.5,89,"$$Bakeries, Desserts, Cupcakes",,18
Egger’s Ice Cream Parlor,https://www.yelp.com/biz/eggers-ice-cream-parlor-staten-island-2,(718) 981-2110,1194 Forest Ave,3.5,162,"$Candy Stores, Ice Cream & Frozen Yogurt",Westerleigh,19
Joe & Pat’s Pizzeria,https://www.yelp.com/biz/joe-and-pats-pizzeria-staten-island,(718) 981-0887,1758 Victory Blvd,3.5,394,"$$Pizza, Italian",,20
Violette’s Cellar,https://www.yelp.com/adredir?ad_business_id=0xl3JnEgbA4P6KKfJYup6w&campaign_id=iECS1AYbYdf1UWuDOWcZ7Q&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fviolettes-cellar-staten-island&request_id=d828afb132c63464&signature=d6df92bec582105fa6095254db785758e52e74b00455e2f76b46a3cf0f9d54ec&slot=0,(718) 650-5050,2271 Hylan Blvd,4,264,"Speakeasies, Breakfast & Brunch, Tapas/Small Plates",Grant City,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=496bf8b72ba4005f&signature=1898d13800348ac7c7e8fa37dc55771d9038765ade435bdccdeb7a6ff3b9b03b&slot=0,(718) 982-0167,2070 Victory Blvd,3,50,"Breakfast & Brunch, Coffee & Tea",,
Violette’s Cellar,https://www.yelp.com/adredir?ad_business_id=0xl3JnEgbA4P6KKfJYup6w&campaign_id=iECS1AYbYdf1UWuDOWcZ7Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fviolettes-cellar-staten-island&request_id=496bf8b72ba4005f&signature=5f2e399077773a0a989b291cc336fc57f45a1acea0d4c33c83ac55343a3d3f9e&slot=1,(718) 650-5050,2271 Hylan Blvd,4,264,"Breakfast & Brunch, Speakeasies, Tapas/Small Plates",Grant City,
Staten Island Diner,https://www.yelp.com/biz/staten-island-diner-staten-island,(718) 273-4515,1877 Victory Blvd,4,147,$$Diners,,21
Sayori Japanese Restaurant,https://www.yelp.com/biz/sayori-japanese-restaurant-staten-island-2,(718) 442-5050,1440 Forest Ave,4,55,"$$Japanese, Sushi Bars, Korean",Westerleigh,22
Gyro King - Staten island,https://www.yelp.com/biz/gyro-king-staten-island-staten-island-2,(718) 524-7875,1267 Forest Ave,4,78,"$American (New), Halal, Middle Eastern",Westerleigh,23
Noodlefan,https://www.yelp.com/biz/noodlefan-castleton-corners,(718) 727-7499,1809 Victory Blvd,4,141,"$$Thai, Noodles",,24
Sumac,https://www.yelp.com/biz/sumac-staten-island,(347) 466-5752,1198 Forest Ave,3.5,116,"$$Mediterranean, Turkish, Halal",Westerleigh,25
Hook & Reel Cajun Seafood & Bar,https://www.yelp.com/biz/hook-and-reel-cajun-seafood-and-bar-staten-island-3,(917) 830-0159,1756 Forest Ave,4,77,"$$$Seafood, Bars, Cajun/Creole",Graniteville,26
Call It A Wrap,https://www.yelp.com/biz/call-it-a-wrap-staten-island,(718) 876-8300,1198 Forest Ave,3.5,99,"$$Health Markets, Sandwiches, Vegetarian",Westerleigh,27
Rinconcito Paisa,https://www.yelp.com/biz/rinconcito-paisa-staten-island,(718) 442-0880,1976 Forest Ave,3.5,128,"$$Colombian, Seafood, Steakhouses",Graniteville,28
Italo AS,https://www.yelp.com/biz/italo-as-staten-island,(718) 273-9711,1566 Forest Ave,4.5,30,"$$Grocery, Butcher, Italian",Westerleigh,29
Pastosa Ravioli,https://www.yelp.com/biz/pastosa-ravioli-staten-island-5,(718) 420-9000,764 Forest Ave,4.5,63,"$$Delis, Pasta Shops",West Brighton,30
The Phunky Elephant,https://www.yelp.com/adredir?ad_business_id=pjTkv5MBIPnakUGuFddPvg&campaign_id=65qvfT4iwhFmO2JdMpXM4A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-phunky-elephant-staten-island&request_id=496bf8b72ba4005f&signature=7e5834ac63989649123abafbb6d11996f0bba626674e0046d53e60b9da9342d4&slot=0,(718) 448-4282,1271 Bay St,3.5,412,"Gastropubs, Cocktail Bars, American (New)",Shore Acres,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=7907994a2596e0e4&signature=9f87b11feed5e57bf723ccb187f1c5689fdd3187b7334d22657d02f509932f0d&slot=0,(718) 982-0167,2070 Victory Blvd,3,50,"Breakfast & Brunch, Coffee & Tea",,
Mountain Fusion,https://www.yelp.com/adredir?ad_business_id=nq9TSZMifHmOlqVOewRRJQ&campaign_id=0vPCUK-JoT_NVz3Dig7v3A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmountain-fusion-staten-island-3&request_id=7907994a2596e0e4&signature=48f7efd657a837c797eb5222bfd5da520e416508567a19a95bb8c0e30edb219d&slot=1,(718) 727-1765,1765 Victory Blvd,4,48,"Sushi Bars, Japanese, Bars",,
Michelangelo’s Pizza,https://www.yelp.com/biz/michelangelos-pizza-staten-island,(718) 273-7541,860 Post Ave,4.5,29,"$Pizza, Italian",Elm Park,31
Jimmy Max,https://www.yelp.com/biz/jimmy-max-staten-island,(718) 983-6715,280 Watchogue Rd,3.5,125,"$$Pizza, Italian, Gluten-Free",Westerleigh,32
Bella Mama Rose,https://www.yelp.com/biz/bella-mama-rose-staten-island,(718) 981-0545,266 Morningstar Rd,3.5,80,$$Italian,Mariner,33
Round Pie Pizza Company,https://www.yelp.com/biz/round-pie-pizza-company-staten-island-5,(718) 524-0000,1957 Victory Blvd,4,77,Pizza,,34
Yummy Machi,https://www.yelp.com/biz/yummy-machi-staten-island-3,(718) 876-7788,2236 Forest Ave,4.5,69,"$Japanese, Bubble Tea, Chicken Wings",Graniteville,35
The Sweet Life Bakeshop,https://www.yelp.com/biz/the-sweet-life-bakeshop-staten-island,(718) 727-2253,1676 Victory Blvd,4.5,50,"$Coffee & Tea, Bakeries, Cupcakes",,36
Renato’s Pastry Shoppe,https://www.yelp.com/biz/renatos-pastry-shoppe-staten-island,(718) 442-6838,1646 Forest Ave,3.5,56,$$$Bakeries,Westerleigh,37
Flaming Grill & Supreme Buffet,https://www.yelp.com/biz/flaming-grill-and-supreme-buffet-staten-island,(718) 447-6888,1501 Forest Ave,2.5,129,"$$Buffets, American (Traditional), Chinese",Elm Park,38
Mezcals Mexican Restaurant,https://www.yelp.com/biz/mezcals-mexican-restaurant-staten-island,(718) 494-4547,20 Bradley Ave,4,109,$$Mexican,,39
Avocado sushi,https://www.yelp.com/biz/avocado-sushi-staten-island-6,(718) 556-0060,1310 Forest Ave,4,30,"$$Sushi Bars, Japanese, Thai",Westerleigh,40
Marina Cafe,https://www.yelp.com/adredir?ad_business_id=-RjWOm2CnGmzwmv4ZMfI3Q&campaign_id=CFx8wY5g5tSHQ4vMwvu3Kw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmarina-cafe-staten-island-3&request_id=7907994a2596e0e4&signature=470b62f75ffb0295c86f9076d134ee17bf1aa7bbeaaf266c6b3c0f22e15a451d&slot=0,(718) 967-3077,154 Mansion Ave,3,288,"Lounges, Seafood, Italian",Great Kills,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=e172708eb52aba60&signature=f35f3f68355bb1c6f5b1d8074b1d77a052c8f933eaf0439dcc994f2bfd509f3f&slot=0,(718) 982-0167,2070 Victory Blvd,3,50,"Breakfast & Brunch, Coffee & Tea",,
Violette’s Cellar,https://www.yelp.com/adredir?ad_business_id=0xl3JnEgbA4P6KKfJYup6w&campaign_id=iECS1AYbYdf1UWuDOWcZ7Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fviolettes-cellar-staten-island&request_id=e172708eb52aba60&signature=9ed9f4276f9eaaeaed5a4f83b556930bb5878bf6c341b5d24b640021101988dc&slot=1,(718) 650-5050,2271 Hylan Blvd,4,264,"Breakfast & Brunch, Speakeasies, Tapas/Small Plates",Grant City,
Jerk Shack Caribbean Food Truck,https://www.yelp.com/biz/jerk-shack-caribbean-food-truck-staten-island,(347) 681-1183,Serving Staten Island and the Surrounding Area,5,15,"Caribbean, Food Trucks",Serving Staten Island and the Surrounding Area,41
Alfonso’s Pastry Shoppe,https://www.yelp.com/biz/alfonso-s-pastry-shoppe-staten-island,(718) 273-8802,1899 Victory Blvd,3.5,102,"$$Bakeries, Desserts",,42
Real Madrid Restaurant,https://www.yelp.com/biz/real-madrid-restaurant-staten-island,(718) 447-7885,2075 Forest Ave,3.5,137,"$$Spanish, Seafood",Graniteville,43
Forest BBQ,https://www.yelp.com/biz/forest-bbq-staten-island,(718) 556-0099,1098 Forest Ave,3.5,72,$$Barbeque,Westerleigh,44
Sakai Ramen,https://www.yelp.com/biz/sakai-ramen-staten-island,(718) 501-2228,965 Richmond Ave,4,33,"$$Tapas/Small Plates, Ramen, Bubble Tea",Graniteville,45
China New Star Restaurant,https://www.yelp.com/biz/china-new-star-restaurant-staten-island,(718) 815-5826,1640 Forest Ave,3.5,48,$$Chinese,Westerleigh,46
Mashawi Grill,https://www.yelp.com/biz/mashawi-grill-staten-island-4,(917) 830-0038,956 Richmond Ave,4,38,"Juice Bars & Smoothies, Mediterranean, Salad",Graniteville,47
Sanma Japanese Restaurant,https://www.yelp.com/biz/sanma-japanese-restaurant-staten-island-3,(718) 983-5063,10 Akron St,3.5,173,"$$Sushi Bars, Japanese",Bullshead,48
Paesano’s Pizzeria,https://www.yelp.com/biz/paesanos-pizzeria-staten-island,(718) 761-2070,12 Bradley Ave,4,45,"$Pizza, Italian, Seafood",,49
Veronica’s Bakery,https://www.yelp.com/biz/veronicas-bakery-elm-park,(718) 981-3673,906 Post Ave,5,9,$Bakeries,Elm Park,50
Mountain Fusion,https://www.yelp.com/adredir?ad_business_id=nq9TSZMifHmOlqVOewRRJQ&campaign_id=0vPCUK-JoT_NVz3Dig7v3A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmountain-fusion-staten-island-3&request_id=e172708eb52aba60&signature=98e21289033758b93e5a2c77369e65cbc9847b42843f3a792fcce33814bbbd1c&slot=0,(718) 727-1765,1765 Victory Blvd,4,48,"Japanese, Sushi Bars, Bars",,
Mountain Fusion,https://www.yelp.com/adredir?ad_business_id=nq9TSZMifHmOlqVOewRRJQ&campaign_id=4TR2QuV-Psm27VfzKW6nTw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmountain-fusion-staten-island-3&request_id=81aa0c5e5b10e5a4&signature=27e9dd7e120bd4712548d186e50c238a17c0c8c7a51a1f1ac1fa7fb21cdf076a&slot=0,(718) 727-1765,1765 Victory Blvd,4,48,"Japanese, Bars, Sushi Bars",,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=Ic48Q7ABV-1MZGUsNldr9A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=81aa0c5e5b10e5a4&signature=dcdebb022f38d209a800c53b7c73e0eb440d8a7612b0f61ecf7934c328d04684&slot=1,-1866,2070 Victory Blvd,3,50,"Breakfast & Brunch, Coffee & Tea",,
Mountain Fusion,https://www.yelp.com/biz/mountain-fusion-staten-island-3,(718) 727-1765,1765 Victory Blvd,4,48,"$$Sushi Bars, Bars, Japanese",,51
Randiwa,https://www.yelp.com/biz/randiwa-staten-island,(718) 477-1044,1405 Richmond Ave,4.5,36,"$$Sri Lankan, Indian",Bullshead,52
Empire Szechuan Restaurant,https://www.yelp.com/biz/empire-szechuan-restaurant-staten-island,(718) 981-0111,1495 Forest Ave,3,58,$$Chinese,Elm Park,53
Staten Island Zoo,https://www.yelp.com/biz/staten-island-zoo-staten-island,(718) 442-3100,614 Broadway,3.5,68,"Zoos, Aquariums",West Brighton,54
Island Cafe,https://www.yelp.com/biz/island-cafe-staten-island,(718) 554-6868,949 Jewett Ave,4.5,32,"$Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Kosher",Westerleigh,55
IHOP,https://www.yelp.com/biz/ihop-staten-island,(718) 494-4467,935 Richmond Ave,2.5,135,"$$Breakfast & Brunch, American (Traditional), Burgers",Graniteville,56
Doc Hennigans Tavern,https://www.yelp.com/biz/doc-hennigans-tavern-staten-island,(929) 308-2801,1144 Forest Ave,5,9,Pubs,Westerleigh,57
Gino’s Pizzeria,https://www.yelp.com/biz/ginos-pizzeria-staten-island-2,(718) 273-0945,1351 Forest Ave,4,19,$Pizza,Elm Park,58
Joe Broadway’s Billiards & Sports Pub,https://www.yelp.com/biz/joe-broadways-billiards-and-sports-pub-staten-island,(718) 727-9194,2178 Forest Ave,3.5,61,"$$Sports Bars, American (Traditional)",Graniteville,59
Don Chucho,https://www.yelp.com/biz/don-chucho-staten-island,(929) 364-0030,1112 Forest Ave,4.5,17,"Mexican, Venues & Event Spaces, Sandwiches",Westerleigh,60
The Phunky Elephant,https://www.yelp.com/adredir?ad_business_id=pjTkv5MBIPnakUGuFddPvg&campaign_id=65qvfT4iwhFmO2JdMpXM4A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-phunky-elephant-staten-island&request_id=81aa0c5e5b10e5a4&signature=7823adb56acc9c4774dea1cc2dffae08c808174f446a10cbe9b2766416bca874&slot=0,(718) 448-4282,1271 Bay St,3.5,412,"Gastropubs, American (New), Cocktail Bars",Shore Acres,
Violette’s Cellar,https://www.yelp.com/adredir?ad_business_id=0xl3JnEgbA4P6KKfJYup6w&campaign_id=iECS1AYbYdf1UWuDOWcZ7Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fviolettes-cellar-staten-island&request_id=232580c799bf80f1&signature=8b36d6f90dff099b2c0a74099ddf5dc1b0f89e945a96706a4ac4b378c2ab34ea&slot=0,(718) 650-5050,2271 Hylan Blvd,4,264,"Tapas/Small Plates, Speakeasies, Breakfast & Brunch",Grant City,
Mountain Fusion,https://www.yelp.com/adredir?ad_business_id=nq9TSZMifHmOlqVOewRRJQ&campaign_id=0vPCUK-JoT_NVz3Dig7v3A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmountain-fusion-staten-island-3&request_id=232580c799bf80f1&signature=1d6e2503f20ff788fdeed5aab022ab70ac82a810a86427df45cb5bc6b1c45dc7&slot=1,(718) 727-1765,1765 Victory Blvd,4,48,"Bars, Sushi Bars, Japanese",,
In Fine Fettle,https://www.yelp.com/biz/in-fine-fettle-staten-island,(718) 981-7888,961 Jewett Ave,4.5,32,"$$Juice Bars & Smoothies, Salad, Acai Bowls",,61
The Beer Garden,https://www.yelp.com/biz/the-beer-garden-staten-island,(718) 876-8900,1883 Victory Blvd,3.5,74,"$$American (Traditional), Beer Bar",,62
Forest Avenue Bagels,https://www.yelp.com/biz/forest-avenue-bagels-staten-island,(718) 720-5827,1180 Forest Ave,3.5,28,$Bagels,Westerleigh,63
San Miguel,https://www.yelp.com/biz/san-miguel-staten-island,(718) 442-7780,680 Cary Ave,4,17,$Mexican,Elm Park,64
Island Coffee Shop,https://www.yelp.com/biz/island-coffee-shop-new-york,(718) 720-5606,407 Manor Rd,3.5,58,"$American (Traditional), Diners, American (New)",Westerleigh,65
Dominican Food Restaurant,https://www.yelp.com/biz/dominican-food-staten-island,(718) 442-4616,2180 Forest Ave,3.5,47,$Dominican,Graniteville,66
A lil bit of this & a lil bit of that,https://www.yelp.com/biz/a-lil-bit-of-this-and-a-lil-bit-of-that-staten-island,(718) 682-1840,210 Clove Rd,4.5,11,"Specialty Food, Comfort Food",Port Richmond,67
Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-staten-island,(718) 983-6912,1447 Richmond Ave,2.5,230,"$$Chicken Wings, Sports Bars, American (Traditional)",Bullshead,68
Starting Point Bar & Grill,https://www.yelp.com/biz/starting-point-bar-and-grill-bayonne,(201) 243-0092,2 Avenue A,4,29,"$$Pizza, Bars",,69
Quick Grill Japan,https://www.yelp.com/biz/quick-grill-japan-staten-island,(718) 682-1786,1445 Richmond Ave,4,47,"$$Sushi Bars, Japanese, Asian Fusion",Bullshead,70
The Phunky Elephant,https://www.yelp.com/adredir?ad_business_id=pjTkv5MBIPnakUGuFddPvg&campaign_id=65qvfT4iwhFmO2JdMpXM4A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-phunky-elephant-staten-island&request_id=232580c799bf80f1&signature=018c78f33ae6021f0637f0e21c9b015ab8b6023e8dabf41c9450f596981d8ef4&slot=0,(718) 448-4282,1271 Bay St,3.5,412,"American (New), Cocktail Bars, Gastropubs",Shore Acres,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=dd29f9a2425dfa31&signature=a98cdd7e0d996082d57f67a7461b802a8a4235b4d34ef8be9fff464821810bcc&slot=0,(718) 982-0167,2070 Victory Blvd,3,50,"Coffee & Tea, Breakfast & Brunch",,
Marina Cafe,https://www.yelp.com/adredir?ad_business_id=-RjWOm2CnGmzwmv4ZMfI3Q&campaign_id=CFx8wY5g5tSHQ4vMwvu3Kw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmarina-cafe-staten-island-3&request_id=dd29f9a2425dfa31&signature=0edea640d17d5534b6e45eec67a180d3eb2f3949ec227dd20bccd31c5dd126e8&slot=1,(718) 967-3077,154 Mansion Ave,3,288,"Lounges, Italian, Seafood",Great Kills,
Goodfella’s,https://www.yelp.com/biz/goodfellas-staten-island-3,(718) 815-8500,1817 Victory Blvd,3,148,"$$Pizza, Italian",,71
Taqueria Puebla,https://www.yelp.com/biz/taqueria-puebla-staten-island,(718) 720-1447,1285 Castleton Ave,4,21,$Mexican,West Brighton,72
Tokyo Sushi Japanese,https://www.yelp.com/biz/tokyo-sushi-japanese-staten-island-2,(718) 727-1771,1710 Victory Blvd,3.5,69,"$$Japanese, Sushi Bars, Korean",,73
Mike’s Olympic Diner,https://www.yelp.com/biz/mikes-olympic-diner-staten-island,(718) 442-8685,1637 Forest Ave,2.5,89,"$$Diners, Greek, Breakfast & Brunch",Westerleigh,74
Empire East NY,https://www.yelp.com/biz/empire-east-ny-staten-island,(718) 983-1111,1445 Richmond Ave,3.5,83,"$$Asian Fusion, Chinese, Seafood",Bullshead,75
La Piazza Pizzeria and Restaurant,https://www.yelp.com/biz/la-piazza-pizzeria-and-restaurant-staten-island,(718) 370-0707,1445 Richmond Ave,3.5,82,$Pizza,Bullshead,76
Jelisa’s Cafe,https://www.yelp.com/biz/jelisas-cafe-staten-island,(718) 816-1500,1756 Victory Blvd,4.5,14,"Spanish, Coffee & Tea, Empanadas",,77
Metro Pizzeria & Restaurant,https://www.yelp.com/biz/metro-pizzeria-and-restaurant-staten-island,(718) 720-3010,1218 Forest Ave,3,33,"$$Pizza, Italian",Westerleigh,78
Beyar’s Market,https://www.yelp.com/biz/beyars-market-staten-island,(718) 761-4215,2241 Victory Blvd,4,29,$$Delis,Westerleigh,79
Los Potrillos,https://www.yelp.com/biz/los-potrillos-staten-island,(718) 815-0440,150 Port Richmond Ave,4,14,$Mexican,Port Richmond,80
Violette’s Cellar,https://www.yelp.com/adredir?ad_business_id=0xl3JnEgbA4P6KKfJYup6w&campaign_id=iECS1AYbYdf1UWuDOWcZ7Q&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fviolettes-cellar-staten-island&request_id=dd29f9a2425dfa31&signature=b0da6b291abb42a4961532f7dcc55646034e9ed68a6ac60c82f74b910aefa685&slot=0,(718) 650-5050,2271 Hylan Blvd,4,264,"Speakeasies, Tapas/Small Plates, Breakfast & Brunch",Grant City,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=MheyS78YWuH2wED_EeAVwA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=5c09ef4046aef25b&signature=7677573de5bfd44054095d90306793755b1836c8a6b7bf8c84c35701ad9f2c56&slot=0,(718) 982-0167,2070 Victory Blvd,3,50,Coffee & Tea,,
The Phunky Elephant,https://www.yelp.com/adredir?ad_business_id=pjTkv5MBIPnakUGuFddPvg&campaign_id=65qvfT4iwhFmO2JdMpXM4A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-phunky-elephant-staten-island&request_id=5c09ef4046aef25b&signature=77a116c0dc35d5b78c0215a6234367b2082bc6314ea0e1432ce42c5acddc6b0d&slot=1,(718) 448-4282,1271 Bay St,3.5,412,"Cocktail Bars, Gastropubs, American (New)",Shore Acres,
DiLeo’s Pizzeria,https://www.yelp.com/biz/dileos-pizzeria-staten-island,(718) 761-8888,2491 Victory Blvd,3.5,56,"$Pizza, Italian",Westerleigh,81
Bagels N’ Buns,https://www.yelp.com/biz/bagels-n-buns-staten-island,(718) 761-1900,2491 Victory Blvd,3.5,44,"$Bagels, Bakeries, Coffee & Tea",Westerleigh,82
Delicious Shwarma,https://www.yelp.com/biz/delicious-shwarma-staten-2,(718) 818-0065,2005 Victory Blvd,3.5,34,"$Middle Eastern, Falafel",,83
Unique Coffee,https://www.yelp.com/biz/unique-coffee-staten-island,(718) 815-2044,3075 Richmond Ter,5,10,$Coffee & Tea,Arlington,84
Rúmí Café & Hookah Lounge,https://www.yelp.com/biz/r%C3%BAm%C3%AD-caf%C3%A9-and-hookah-lounge-staten-island,(347) 861-0631,1881 Victory Blvd,4.5,18,$$Hookah Bars,,85
Mama Rosaria’s Pizza,https://www.yelp.com/biz/mama-rosarias-pizza-staten-island,(718) 815-0557,2146 Forest Ave,3,66,"$$Pizza, Salad, Wraps",Graniteville,86
Boston Market,https://www.yelp.com/biz/boston-market-staten-island,(718) 815-1198,1465 Forest Ave,3,25,"$$Comfort Food, American (Traditional), Sandwiches",Elm Park,87
Wingstop,https://www.yelp.com/biz/wingstop-staten-island,(718) 524-6564,1756 Forest Ave,3,42,Chicken Wings,Graniteville,88
Mexican cantina,https://www.yelp.com/biz/mexican-cantina-staten-island,(718) 524-4322,1736 Victory Blvd,4,31,$$Mexican,,89
North Shore Pizzeria,https://www.yelp.com/biz/north-shore-pizzeria-staten-island,(718) 447-1600,1376 Forest Ave,3.5,21,"$Pizza, Italian",Westerleigh,90
Marina Cafe,https://www.yelp.com/adredir?ad_business_id=-RjWOm2CnGmzwmv4ZMfI3Q&campaign_id=CFx8wY5g5tSHQ4vMwvu3Kw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmarina-cafe-staten-island-3&request_id=5c09ef4046aef25b&signature=423e21639054682117d486ddf0078feb1d5b69bb16d07f3cfec2a8189cd644d7&slot=0,(718) 967-3077,154 Mansion Ave,3,288,"Italian, Seafood, Lounges",Great Kills,
Starbucks,https://www.yelp.com/adredir?ad_business_id=IRzeS_BleRaeMDWVFyLXag&campaign_id=rnbKB-MZ7WGt21byEQg78A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-staten-island-9&request_id=25312cc9c0c80214&signature=bd62f58b61ae920d8f0b4417cea3757b3d5e8ac2cb2c8024e9529592f4665666&slot=0,-1866,2070 Victory Blvd,3,50,"Breakfast & Brunch, Coffee & Tea",,
Mountain Fusion,https://www.yelp.com/adredir?ad_business_id=nq9TSZMifHmOlqVOewRRJQ&campaign_id=4TR2QuV-Psm27VfzKW6nTw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmountain-fusion-staten-island-3&request_id=25312cc9c0c80214&signature=e79f515ead3ddcf71c6f72c2218281bd2de2511056ef85b392670e8e98d10e13&slot=1,(718) 727-1765,1765 Victory Blvd,4,48,"Sushi Bars, Bars, Japanese",,
Popeyes Louisiana Kitchen,https://www.yelp.com/biz/popeyes-louisiana-kitchen-staten-island-2,(718) 720-1545,1351 Forest Ave,2.5,50,"$Chicken Wings, Fast Food",Elm Park,91
Bella Vita Pork Store,https://www.yelp.com/biz/bella-vita-pork-store-staten-island,(718) 273-8794,1718 Victory Blvd,4.5,12,"$$Restaurants, Butcher, Meat Shops",,92
La Canasta Deli,https://www.yelp.com/biz/la-canasta-deli-staten-island,(718) 442-1633,1255 Castleton Ave,3.5,25,"$Mexican, Delis",West Brighton,93
Bagel Land,https://www.yelp.com/biz/bagel-land-staten-island,(718) 273-1963,1841 Forest Ave,3.5,21,$Bagels,Graniteville,94
La Bella Pizza,https://www.yelp.com/biz/la-bella-pizza-staten-island,(718) 981-5508,1499 Forest Ave,4,9,$Pizza,Elm Park,95
Luk & Bart Homemade Food,https://www.yelp.com/biz/luk-and-bart-homemade-food-staten-island,(718) 510-6196,2960 Richmond Ter,4.5,9,Polish,Arlington,96
Koten’s Carribean & American Restaurant & Bar,https://www.yelp.com/biz/kotens-carribean-and-american-restaurant-and-bar-staten-island,(929) 364-1273,537 Port Richmond Ave,3,24,"Caribbean, Bars",Elm Park,97
Mandarin House Restaurant,https://www.yelp.com/biz/mandarin-house-restaurant-staten-island,(718) 720-8399,730 Port Richmond Ave,3.5,14,$Restaurants,Elm Park,98
7-Eleven,https://www.yelp.com/biz/7-eleven-staten-island,(718) 720-8280,1252 Forest Ave,5,4,"$Convenience Stores, Gas Stations, Coffee & Tea",Westerleigh,99
Chili’s,https://www.yelp.com/biz/chilis-staten-island,(718) 697-0883,1497 Richmond Ave,3,114,"$$American (Traditional), Bars, Tex-Mex",Bullshead,100
