business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
Nespresso Boutique,https://www.yelp.com/adredir?ad_business_id=YTTaKQTnIvwjdxyx_qXPjQ&campaign_id=15gk2vYqJyl0Olh2DCmIyA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-arlington&request_id=fdbdd919f7166d7e&signature=435b89eb0826ed0f4fa0e9e0a547334f9df702b584ff826de7be30d8a76c8e7b&slot=0,(800) 562-1465,100 S Hayes St,4,26,"Coffee & Tea, Cafes, Coffee Roasteries",,
"Fairouz Lounge, Sports Bar & Restaurant",https://www.yelp.com/adredir?ad_business_id=wToePr5zAnT40Ml5drZiyw&campaign_id=6S-W7y74JHPRbcMCJB7KDw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffairouz-lounge-sports-bar-and-restaurant-falls-church&request_id=fdbdd919f7166d7e&signature=71699ba0b6843beb4dab95561aff40afb066e0cada6f8b1af2b5a83217dc6e2a&slot=1,(703) 663-0283,3815 S George Mason Dr,3.5,27,"Sports Bars, Middle Eastern, Hookah Bars",Skyline,
Marcel’s by Robert Wiedmaier,https://www.yelp.com/biz/marcels-by-robert-wiedmaier-washington,(202) 296-1166,2401 Pennsylvania Ave NW,4.5,494,"$$$$French, Belgian",,21
Clyde’s of Georgetown,https://www.yelp.com/biz/clydes-of-georgetown-washington-3,(202) 333-9180,3236 M St NW,4,1170,"$$American (Traditional), Bars, Breakfast & Brunch",Georgetown,22
Stachowski’s Market,https://www.yelp.com/biz/stachowskis-market-washington,(202) 506-3125,1425 28th St NW,4.5,498,"$$Butcher, Delis, Sandwiches",Georgetown,23
Sprinkles Georgetown,https://www.yelp.com/biz/sprinkles-georgetown-washington,(202) 450-1610,3015 M St NW,4,742,$$Bakeries,Georgetown,24
Simply Banh Mi,https://www.yelp.com/biz/simply-banh-mi-washington-6,(202) 333-5726,1624 Wisconsin Ave NW,4.5,583,"$Vietnamese, Halal, Soup",Georgetown,25
Kafe Leopold,https://www.yelp.com/biz/kafe-leopold-washington-3,(202) 965-6005,3315 Cady's Ally NW,3.5,1283,"$$American (New), Austrian, Modern European",Georgetown,26
Flavio Restaurant,https://www.yelp.com/biz/flavio-restaurant-washington,(202) 965-6666,1073 31st St NW,4,700,"$$Italian, Wine Bars",Georgetown,27
Boqueria Dupont,https://www.yelp.com/biz/boqueria-dupont-washington,(202) 558-9545,1837 M St NW,4,1243,"$$$Tapas Bars, Spanish",Downtown,28
Wicked Waffle,https://www.yelp.com/biz/wicked-waffle-washington,(202) 944-2700,1712 I St NW,4,1325,"$Breakfast & Brunch, Sandwiches, Soup",Downtown,29
Greek Deli & Catering,https://www.yelp.com/biz/greek-deli-and-catering-washington,(202) 296-2111,1120 19th St NW,4.5,520,"$$Delis, Greek, Breakfast & Brunch",Downtown,30
Gypsy Kitchen,https://www.yelp.com/adredir?ad_business_id=uDeOuGCBMFgGE0c5WjxH1g&campaign_id=P0QDq3BWQNw0mIYhmX47lg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgypsy-kitchen-washington&request_id=fdbdd919f7166d7e&signature=0b98b2be23d85ddb8dccb2dc6131e6976ddc1a5caa55fad85de731a45deee804&slot=0,(202) 894-6015,1825 14th St NW,4.5,75,"Tex-Mex, Mexican",,
Dave & Buster’s,https://www.yelp.com/adredir?ad_business_id=thVa7C2K62m5W_Es8Gm3VQ&campaign_id=_dbjGBOwq5UeI9ab7kcMxQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdave-and-busters-springfield&request_id=2d3bba9760b76ab7&signature=8616beb310c96520361e5fea4ac7c1a1bc44297432cdf0cd40fd258b715dbf58&slot=0,-5684,6655 Springfield Mall,,Arcades,,,
Nespresso Boutique,https://www.yelp.com/adredir?ad_business_id=YTTaKQTnIvwjdxyx_qXPjQ&campaign_id=15gk2vYqJyl0Olh2DCmIyA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-arlington&request_id=2d3bba9760b76ab7&signature=32f6e6ef3729f18848b6897167643791f2d2bab88804e6a22dfe867be3a351ff&slot=1,(800) 562-1465,100 S Hayes St,4,26,"Cafes, Coffee Roasteries, Coffee & Tea",,
1789 Restaurant,https://www.yelp.com/biz/1789-restaurant-washington-4,(202) 965-1789,1226 36th St NW,4,722,"$$$American (Traditional), Ice Cream & Frozen Yogurt, Bars",Georgetown,31
ching ching CHA,https://www.yelp.com/biz/ching-ching-cha-washington,(202) 333-8288,1063 Wisconsin Ave NW,4.5,319,$$Tea Rooms,Georgetown,32
I-Thai Restaurant & Sushi Bar,https://www.yelp.com/biz/i-thai-restaurant-and-sushi-bar-washington-2,(202) 580-8852,3003 M St NW,4,738,"$$Thai, Sushi Bars",Georgetown,33
Dog Tag Bakery,https://www.yelp.com/biz/dog-tag-bakery-washington-4,(202) 407-9609,3206 Grace St NW,4.5,295,"$$Bakeries, Cafes, Sandwiches",Georgetown,34
National Museum of African American History and Culture,https://www.yelp.com/biz/national-museum-of-african-american-history-and-culture-washington,(844) 750-3012,1400 Constitution Ave NW,4.5,881,Museums,,35
Smithsonian American Art Museum Renwick Gallery,https://www.yelp.com/biz/smithsonian-american-art-museum-renwick-gallery-washington,(202) 357-1300,800 G St NW,4.5,410,Art Museums,Downtown,36
Escape Room Live DC - Georgetown,https://www.yelp.com/biz/escape-room-live-dc-georgetown-washington-2,(800) 616-4880,3345 M St NW,4.5,362,"$$Escape Games, Bars",Georgetown,37
Korean War Veterans Memorial,https://www.yelp.com/biz/korean-war-veterans-memorial-washington,(202) 426-6841,900 Ohio Dr SW,4.5,232,Landmarks & Historical Buildings,,38
"Joe’s Seafood, Prime Steak & Stone Crab",https://www.yelp.com/biz/joes-seafood-prime-steak-and-stone-crab-washington,(202) 489-0140,750 15th St NW,4.5,1462,"$$$Seafood, Steakhouses, Breakfast & Brunch",Downtown,39
Good Stuff Eatery,https://www.yelp.com/biz/good-stuff-eatery-washington-2,(202) 337-4663,3291 M St NW,4,672,"$$American (Traditional), Burgers",Georgetown,40
Maya Bistro,https://www.yelp.com/adredir?ad_business_id=634vdaCiJ2GZ7xDss-WN1g&campaign_id=2_IYrOD8Azjgk9AeCodRaw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmaya-bistro-arlington&request_id=2d3bba9760b76ab7&signature=9d57678b880123a5f7fb407664eff59d1aa41554bd2dad76a9583c7b9266734e&slot=0,(703) 533-7800,5649 Lee Hwy,4.5,101,"Turkish, Mediterranean",,
Dave & Buster’s,https://www.yelp.com/adredir?ad_business_id=thVa7C2K62m5W_Es8Gm3VQ&campaign_id=_dbjGBOwq5UeI9ab7kcMxQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdave-and-busters-springfield&request_id=eddffa856efe2bbf&signature=c3ec2708134a7086c3c02c89f155276f8eb8093a4e810537b3c7b6ae1c5b17b7&slot=0,-5684,6655 Springfield Mall,,Sports Bars,,,
Chasin’ Tails - Arlington,https://www.yelp.com/adredir?ad_business_id=zQkjrMIIZB6DQa_pK-bhSQ&campaign_id=nIjZbx2KQ3pJxMVjC6yb1g&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fchasin-tails-arlington-arlington-2&request_id=eddffa856efe2bbf&signature=6680a5ed137438fa37c095ad4822a43f6ea5197f8056dc4f7b55e649ce570bf9&slot=1,(703) 653-0982,2200 N Westmoreland St,4,1890,"Seafood, Cajun/Creole, Bars",,
St. Arnold’s,https://www.yelp.com/biz/st-arnolds-washington,(202) 833-1321,1827 Jefferson Pl NW,4,705,"$$Belgian, Pubs, American (Traditional)",Dupont Circle,41
Pho 75,https://www.yelp.com/biz/pho-75-arlington,(703) 525-7355,1721 Wilson Blvd,4,1720,"$Vietnamese, Noodles",Rosslyn,42
Grillfish DC,https://www.yelp.com/biz/grillfish-dc-washington,(202) 331-7310,1200 New Hampshire Ave NW,4,805,$$Seafood,Downtown,43
Un Je Ne Sais Quoi,https://www.yelp.com/biz/un-je-ne-sais-quoi-washington,(202) 721-0099,1361 Connecticut Ave NW,4.5,703,"$Desserts, Cafes, Bakeries",Dupont Circle,44
CIRCA at Foggy Bottom,https://www.yelp.com/biz/circa-at-foggy-bottom-washington-2,(202) 506-5589,2221 I St NW,4,685,"$$American (New), Sandwiches",Foggy Bottom,45
Keren Restaurant,https://www.yelp.com/biz/keren-restaurant-washington,(202) 265-5764,1780 Florida Ave NW,4.5,1121,"$$Coffee & Tea, Eritrean, Sandwiches",,46
Sequoia,https://www.yelp.com/biz/sequoia-washington-3,(202) 944-4200,3000 K St NW,3,1138,"$$$American (New), Venues & Event Spaces",,47
Tacos El Chilango Food Truck,https://www.yelp.com/biz/tacos-el-chilango-food-truck-arlington,(571) 236-0355,1723 14th St N,4.5,578,"$Food Trucks, Tacos",,48
Theodore Roosevelt Island,https://www.yelp.com/biz/theodore-roosevelt-island-arlington,(703) 289-2553,,4.5,175,"Parks, Hiking",,49
Chez Billy Sud,https://www.yelp.com/biz/chez-billy-sud-washington,(202) 965-2606,1039 31st St NW,4,283,$$$French,Georgetown,50
One Tea House,https://www.yelp.com/adredir?ad_business_id=Uwc_Zj7pk-bg9UeFKLnXLA&campaign_id=YNMvBDVE6_yCbUn5x9gjvg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fone-tea-house-falls-church&request_id=eddffa856efe2bbf&signature=1f9ee7d4e868f9cef65f4e2bfb1055eb5705abc5cc0adfbfdccfa15e8e69afe5&slot=0,(626) 466-5027,6757 Wilson Blvd,4.5,23,"Bubble Tea, Taiwanese, Cafes",,
Maya Bistro,https://www.yelp.com/adredir?ad_business_id=634vdaCiJ2GZ7xDss-WN1g&campaign_id=2_IYrOD8Azjgk9AeCodRaw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmaya-bistro-arlington&request_id=a61d9126a9d1e23d&signature=24ab9d8e028ed94b61ea660bbfaae15ca41e60d80fd2dd10ae9721f71ee450ea&slot=0,(703) 533-7800,5649 Lee Hwy,4.5,101,"Mediterranean, Turkish",,
Yayla Bistro,https://www.yelp.com/adredir?ad_business_id=aP8uA6LkzBc4q2R0RBRTtA&campaign_id=NwZxoPUJItxGqi7RVf77XA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fyayla-bistro-arlington&request_id=a61d9126a9d1e23d&signature=0f81507e68d54c24b42646ead29c16bb5cc4c1938e922e52228bb368cb4c898f&slot=1,(703) 533-5600,2201 N Westmoreland St,4.5,502,"Mediterranean, Turkish, Greek",,
Tabard Inn Restaurant,https://www.yelp.com/biz/tabard-inn-restaurant-washington-2,(202) 331-8528,1739 N St NW,4,1656,"$$American (Traditional), Breakfast & Brunch",Dupont Circle,51
US Marine Corps Memorial,https://www.yelp.com/biz/us-marine-corps-memorial-arlington,,Arlington Blvd,5,135,Landmarks & Historical Buildings,,52
Pizzeria Paradiso Georgetown,https://www.yelp.com/biz/pizzeria-paradiso-georgetown-washington-2,(202) 337-1245,3282 M St NW,3.5,787,"$$Pizza, Sandwiches, Beer Bar",Georgetown,53
Thunder Burger & Bar,https://www.yelp.com/biz/thunder-burger-and-bar-washington,(202) 333-2888,3056 M St NW,3.5,736,"$$Burgers, Bars, American (New)",Georgetown,54
Bodega Spanish Tapas & Lounge,https://www.yelp.com/biz/bodega-spanish-tapas-and-lounge-washington,(202) 333-4733,3116 M St NW,3.5,837,"$$Tapas Bars, Spanish",Georgetown,55
Nando’s Peri-Peri,https://www.yelp.com/biz/nandos-peri-peri-washington-8,(202) 621-8600,1210 18th St NW,4,832,"$$Portuguese, South African, Chicken Shop",Dupont Circle,56
United States Holocaust Memorial Museum,https://www.yelp.com/biz/united-states-holocaust-memorial-museum-washington,(202) 488-0400,100 Raoul Wallenberg Pl SW,4.5,791,Museums,,57
Bagels Etc.,https://www.yelp.com/biz/bagels-etc-washington,(202) 466-7171,2122 P St NW,4,494,"$Bagels, Breakfast & Brunch, Sandwiches",Downtown,58
Das Ethiopian,https://www.yelp.com/biz/das-ethiopian-washington,(202) 333-4710,1201 28th St NW,4,391,"$$Ethiopian, Vegetarian",Georgetown,59
Firefly,https://www.yelp.com/biz/firefly-washington,(202) 861-1310,1310 New Hampshire Ave NW,3.5,1084,"$$American (New), Comfort Food, Breakfast & Brunch",Dupont Circle,60
Chasin’ Tails - Arlington,https://www.yelp.com/adredir?ad_business_id=zQkjrMIIZB6DQa_pK-bhSQ&campaign_id=nIjZbx2KQ3pJxMVjC6yb1g&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fchasin-tails-arlington-arlington-2&request_id=a61d9126a9d1e23d&signature=df15ebf8ec65d332309ad50630a56cfe8d797f44fb52b8a772cec23c60aa7c11&slot=0,(703) 653-0982,2200 N Westmoreland St,4,1890,"Cajun/Creole, Seafood, Bars",,
Maya Bistro,https://www.yelp.com/adredir?ad_business_id=634vdaCiJ2GZ7xDss-WN1g&campaign_id=2_IYrOD8Azjgk9AeCodRaw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmaya-bistro-arlington&request_id=7751c50725933138&signature=9ff3ecc5cd24006299c80e3a18acc49ebb0a5a9b4a070c3c33ee4672cb95be0f&slot=0,(703) 533-7800,5649 Lee Hwy,4.5,101,"Turkish, Mediterranean",,
Pho Viet USA,https://www.yelp.com/adredir?ad_business_id=iMS7RkOJ-VD76xeFuZCKVg&campaign_id=umI-Xaio_EBNEchlfzP4PA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpho-viet-usa-washington&request_id=7751c50725933138&signature=40212d47ad91a0e17f9b72b6e3d206b5bbbf8362343dcfbe791ad53bf36120a3&slot=1,(202) 750-6910,3713 New Hampshire Ave NW,4,69,Vietnamese,,
Martin’s Tavern,https://www.yelp.com/biz/martins-tavern-washington-2,(202) 333-7370,1264 Wisconsin Ave NW,3.5,643,"$$Breakfast & Brunch, American (Traditional), Bars",Georgetown,61
Olivia Macaron,https://www.yelp.com/biz/olivia-macaron-washington,(202) 965-1000,3222 M St NW,4,369,"$$Coffee & Tea, Desserts, Macarons",Georgetown,62
ANKARA,https://www.yelp.com/biz/ankara-washington,(202) 293-6301,1320 19th St NW,4,660,"$$Mediterranean, Turkish",Dupont Circle,63
Ristorante Piccolo,https://www.yelp.com/biz/ristorante-piccolo-washington,(202) 342-7414,1068 31st St NW,3.5,652,$$Italian,Georgetown,64
Roti Modern Mediterranean,https://www.yelp.com/biz/roti-modern-mediterranean-washington,(202) 499-2095,2221 I St NW,4,360,"$Mediterranean, Sandwiches, Salad",Foggy Bottom,65
Pinstripes,https://www.yelp.com/biz/pinstripes-washington,(202) 625-6500,1064 Wisconsin Ave NW,3.5,606,"$$American (New), Cocktail Bars",Georgetown,66
The Sovereign,https://www.yelp.com/biz/the-sovereign-washington-3,(202) 774-5875,1206 Wisconsin Ave NW,4,441,"$$Belgian, Beer Bar",Georgetown,67
El Chalán,https://www.yelp.com/biz/el-chal%C3%A1n-washington-5,(202) 293-2765,1924 I St NW,4,569,$$Peruvian,Downtown,68
Thomas Sweet,https://www.yelp.com/biz/thomas-sweet-washington,(202) 337-0616,3214 P St NW,4,571,$$Ice Cream & Frozen Yogurt,Georgetown,69
National World War II Memorial,https://www.yelp.com/biz/national-world-war-ii-memorial-washington,(202) 426-6841,17th & Independence Ave SW,4.5,310,Landmarks & Historical Buildings,,70
Starbucks,https://www.yelp.com/adredir?ad_business_id=7sEgQiozmbFE6_n2hU6aPw&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-washington-3&request_id=7751c50725933138&signature=7e4fbf9f7b1066e7ea0cc9964ab207ea9e610ffcdb2be2a7137f13d8a6230fb4&slot=0,(202) 298-6180,3050 K St,,Coffee & Tea,,,
Starbucks,https://www.yelp.com/adredir?ad_business_id=eFWHjPpX2Shjai-5kDwzKg&campaign_id=JdRsBg6njLqh_wxgEI1TPg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-washington-9&request_id=cd5c13489f4f3fa8&signature=745c6f942ab236cc6950dcf1cf4a1177ff89a605ba0b06915120583fcba0a83e&slot=0,(202) 296-0302,2130 H St NW,,Breakfast & Brunch,,Foggy Bottom,
Shawarma Hut,https://www.yelp.com/adredir?ad_business_id=8rrijqAJZ-hK9GvnJxPWdQ&campaign_id=FPeeaftcrMChPBOt5BpWJw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fshawarma-hut-washington&request_id=cd5c13489f4f3fa8&signature=fd651998af5a2902357bc462cb6e27418c381fcfafb170ac79364bbb8f2f6f89&slot=1,(571) 830-0096,3657 Georgia Ave NW,4,32,"Pakistani, Halal, Mediterranean",,
Muncheez,https://www.yelp.com/biz/muncheez-washington-4,(202) 567-3000,1071 Wisconsin Ave NW,4,453,"$Sandwiches, Lebanese, Wraps",Georgetown,71
Komi,https://www.yelp.com/biz/komi-washington,(202) 332-9200,1509 17th St NW,4.5,739,$$$$Greek,Dupont Circle,72
"Martin Luther King, Jr. Memorial",https://www.yelp.com/biz/martin-luther-king-jr-memorial-washington-5,(888) 484-3373,1964 Independence Ave SW,4.5,293,Landmarks & Historical Buildings,,73
Duke’s Grocery,https://www.yelp.com/biz/dukes-grocery-washington,(202) 733-5623,1513 17th St NW,4,1139,"$$Pubs, Breakfast & Brunch, Beer Bar",Dupont Circle,74
Pizzeria Paradiso Dupont,https://www.yelp.com/biz/pizzeria-paradiso-dupont-washington,(202) 223-1245,2003 P St NW,4,1085,"$$Pizza, Beer Bar",Dupont Circle,75
Washington Monument,https://www.yelp.com/biz/washington-monument-washington,(202) 426-6841,15TH St SW,4.5,560,Landmarks & Historical Buildings,,76
Bistrot Du Coin,https://www.yelp.com/biz/bistrot-du-coin-washington,(202) 234-6969,1738 Connecticut Ave NW,4,1684,"$$French, Breakfast & Brunch, Desserts",,77
Urbana,https://www.yelp.com/biz/urbana-washington,(202) 956-6650,2121 P St NW,3.5,839,"$$Italian, Pizza, Cocktail Bars",Dupont Circle,78
Sichuan Pavilion,https://www.yelp.com/biz/sichuan-pavilion-washington,(202) 466-7790,1814 K St NW,3.5,909,"$$Szechuan, Cantonese",Downtown,79
Tiki Taco,https://www.yelp.com/biz/tiki-taco-washington,(202) 986-2121,2010 P St NW,4.5,289,"$Tacos, Hawaiian, Shaved Ice",Dupont Circle,80
Taberna del Alabardero,https://www.yelp.com/adredir?ad_business_id=qvVZpFsQULU1R97rNKbPtA&campaign_id=s25Arqh1HbzzH2xrsvc-mA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftaberna-del-alabardero-washington&request_id=cd5c13489f4f3fa8&signature=f69b5328c1360bd4b5bc669941edcbf38da4c81dcc8d5dafd320658c624259ef&slot=0,(202) 429-2200,1776 I St NW,4,409,"Wine Bars, Tapas Bars, Spanish",Downtown,
Fogo de Chão Brazilian Steakhouse,https://www.yelp.com/adredir?ad_business_id=GlAT_ksg5ftJ87PXwXmoVA&campaign_id=Smd30PfARN1fM7xPgi8leQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffogo-de-ch%25C3%25A3o-brazilian-steakhouse-washington-8&request_id=a8f1e6a874988cd8&signature=c118dbc4337ebe78165192956ac925de4e30ad8303094e549a611062cf06a8fe&slot=0,-5216,1101 Pennsylvania Ave NW,4,1858,"Steakhouses, Brazilian",,
Yayla Bistro,https://www.yelp.com/adredir?ad_business_id=aP8uA6LkzBc4q2R0RBRTtA&campaign_id=vTNoJ4N6aoee7iQ-Ou-WgQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fyayla-bistro-arlington&request_id=a8f1e6a874988cd8&signature=dba5b3950ea2698450228212690d5b13f02e3c415c9bf3791a942e1975826a9b&slot=1,(703) 533-5600,2201 N Westmoreland St,4.5,502,"Turkish, Greek, Mediterranean",,
Georgetown Waterfront Park,https://www.yelp.com/biz/georgetown-waterfront-park-washington,(202) 944-4545,3000 K St NW,4.5,98,Parks,,81
Soi 38,https://www.yelp.com/biz/soi-38-washington-2,(202) 558-9215,2101 L St NW,4,406,$$Thai,Downtown,82
Sushi Taro,https://www.yelp.com/biz/sushi-taro-washington,(202) 462-8999,1503 17th St NW,4,1412,"$$$$Sushi Bars, Japanese",Dupont Circle,83
Little Sesame,https://www.yelp.com/biz/little-sesame-washington,(202) 975-1971,1828 L St NW,4.5,222,"$$Middle Eastern, Mediterranean",Downtown,84
HomeSlyce,https://www.yelp.com/biz/homeslyce-washington-3,(202) 559-1555,2121 K St NW,4.5,209,"$$Pizza, Bars",Downtown,85
Crepeaway,https://www.yelp.com/biz/crepeaway-washington,(202) 973-0404,2001 L St NW,4,452,$Creperies,Downtown,86
Bangkok Joe’s,https://www.yelp.com/biz/bangkok-joe-s-washington,(202) 333-4422,3000 K St NW,3.5,337,"Thai, Seafood, Asian Fusion",,87
Pie Sisters,https://www.yelp.com/biz/pie-sisters-washington,(202) 338-7437,3423 M St NW,4,371,"$$Bakeries, Caterers",Georgetown,88
Surfside Taco Stand,https://www.yelp.com/biz/surfside-taco-stand-washington,(202) 466-1830,1800 N St NW,4,506,"$$Tex-Mex, Caribbean",Dupont Circle,89
Captain Cookie and the Milkman,https://www.yelp.com/biz/captain-cookie-and-the-milkman-washington-3,(202) 795-9184,2000 Pennsylvania Ave NW,3.5,443,"$Desserts, Food Stands",Foggy Bottom,90
Chasin’ Tails - Arlington,https://www.yelp.com/adredir?ad_business_id=zQkjrMIIZB6DQa_pK-bhSQ&campaign_id=_dxqG0D6sfKUR0BE492d9Q&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fchasin-tails-arlington-arlington-2&request_id=a8f1e6a874988cd8&signature=3eaea9aced6dbe9cf523b4d28944c76b6dfa5985bfb05f9a1440585c4e398e5a&slot=0,(703) 653-0982,2200 N Westmoreland St,4,1890,"Bars, Cajun/Creole, Seafood",,
Chasin’ Tails - Arlington,https://www.yelp.com/adredir?ad_business_id=zQkjrMIIZB6DQa_pK-bhSQ&campaign_id=nIjZbx2KQ3pJxMVjC6yb1g&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fchasin-tails-arlington-arlington-2&request_id=7207eaf95fa6be76&signature=9017da7a3c3ac452a5b54aa9c84f604369f5c5cee5c6006fa03a2fab7be04da2&slot=0,(703) 653-0982,2200 N Westmoreland St,4,1890,"Bars, Seafood, Cajun/Creole",,
The Alex,https://www.yelp.com/adredir?ad_business_id=veabIL9QleGvk7Q_MEZqgQ&campaign_id=Yb6lLJ6ac2AOAs9alFAKCw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-alex-washington-2&request_id=7207eaf95fa6be76&signature=fee31c99ecfee92a7ec208c516a99bb8222ae4dd4c2a812a323775c69e01517e&slot=1,(202) 337-0900,1075 Thomas Jefferson St NW,4,98,"Breakfast & Brunch, Cocktail Bars, American (New)",Georgetown,
Kingbird,https://www.yelp.com/biz/kingbird-washington,(844) 617-1972,Located in The Watergate Hotel,3.5,292,"$$$French, American (New)",Located in The Watergate Hotel,91
Obelisk,https://www.yelp.com/biz/obelisk-washington,(202) 872-1180,2029 P St NW,4,347,$$$$Italian,Dupont Circle,92
Moby Dick House of Kabob,https://www.yelp.com/biz/moby-dick-house-of-kabob-washington-3,(202) 333-4400,1070 31st St NW,4,311,"$Middle Eastern, Persian/Iranian, Mediterranean",Georgetown,93
Ristorante La Perla of Washington,https://www.yelp.com/biz/ristorante-la-perla-of-washington-washington-3,(202) 333-1767,2600 Pennsylvania Ave NW,4,290,"$$$Italian, Seafood",Foggy Bottom,94
ENO Wine Bar,https://www.yelp.com/biz/eno-wine-bar-washington-2,(202) 295-2826,2810 Pennsylvania Ave NW,4,187,$$Wine Bars,Georgetown,95
Sami’s Coffee Kiosk,https://www.yelp.com/biz/samis-coffee-kiosk-washington,Foggy Bottom,2121 Virginia Ave NW,5,55,$Coffee & Tea,,96
RIS,https://www.yelp.com/biz/ris-washington,(202) 730-2500,2275 L St NW,3.5,447,"$$American (New), Cocktail Bars, Desserts",West End,97
Peacock Cafe,https://www.yelp.com/biz/peacock-cafe-washington-4,(202) 625-2740,3251 Prospect St,4,458,"$$Wine Bars, American (Traditional)",Georgetown,98
Bourbon Coffee,https://www.yelp.com/biz/bourbon-coffee-washington,(202) 525-1886,2101 L St NW,4,381,"$Coffee & Tea, Delis",Downtown,99
El Centro,https://www.yelp.com/biz/el-centro-washington-2,(202) 333-4100,1218 Wisconsin Ave NW,3,1045,"$$Bars, Mexican",Georgetown,100
MMP’s 11:11 Restaurant & Lounge,https://www.yelp.com/adredir?ad_business_id=62_n4iF3hE9gwEAnQzeJ5g&campaign_id=j7wh42PAAldH8YSDQPnUtg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmmps-11-11-restaurant-and-lounge-falls-church&request_id=7207eaf95fa6be76&signature=4d2d5261e8b1d053160c560d50421a164cf259b6f45ee78767741455657106a3&slot=0,(571) 766-0407,6633 Arlington Blvd,3.5,8,"Lounges, Venues & Event Spaces, American (New)",,
Eat BRGZ,https://www.yelp.com/adredir?ad_business_id=MASNOQ-r6kKIaS2xW0Pl-g&campaign_id=Oaqyq0t8LZ3cUaR3Kj9HQQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Feat-brgz-washington&request_id=38e609c656fde820&signature=57b69fa38c3d05f7f18856256f54c50782add0e6782de492743b84f78c1c90de&slot=0,(202) 450-5074,250 7th St SE,4,177,"Burgers, American (New)",Capitol Hill,
Emissary,https://www.yelp.com/adredir?ad_business_id=UY9o8MliuSz79wYDZIatjg&campaign_id=eGy0xiM2qGyYuPxILy-Mnw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Femissary-washington-5&request_id=38e609c656fde820&signature=1d373f099f65967de558a7d4b05d045abe5f32cd950fe318312ff8b42f5a59e1&slot=1,(202) 642-2603,2032 P St NW,4,346,"Bars, Coffee & Tea",Dupont Circle,
90 Second Pizza,https://www.yelp.com/biz/90-second-pizza-washington,Georgetown,1077 Wisconsin Ave NW,4.5,151,$Pizza,,101
The Prime Rib,https://www.yelp.com/biz/the-prime-rib-washington,(202) 466-8811,2020 K St NW,4,392,"$$$$Steakhouses, Wine Bars, Seafood",Downtown,102
