business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
Hogwash,https://www.yelp.com/biz/hogwash-san-francisco,(415) 361-5500,582 Sutter St,4.5,1055,"$$Gastropubs, Beer Bar",Union Square,4
Beanstalk Cafe,https://www.yelp.com/biz/beanstalk-cafe-san-francisco-2,(415) 576-1966,724 Bush St,4,846,"$Coffee & Tea, Cafes",Union Square,5
Fresh Brew Coffee,https://www.yelp.com/biz/fresh-brew-coffee-san-francisco,(415) 567-0915,882 Bush St,4.5,594,"$Coffee & Tea, Sandwiches, Vietnamese",Lower Nob Hill,6
Bouche,https://www.yelp.com/biz/bouche-san-francisco,(415) 956-0396,603 Bush St,4.5,786,$$$French,Union Square,7
R&G Lounge,https://www.yelp.com/biz/r-and-g-lounge-san-francisco,(415) 982-7877,631 Kearny St,3.5,4483,"$$Seafood, Cantonese",Chinatown,8
Akiko’s Restaurant,https://www.yelp.com/biz/akikos-restaurant-san-francisco,(415) 397-3218,431 Bush St,4,1906,"$$$Sushi Bars, Japanese",Financial District,9
Ryoko’s,https://www.yelp.com/biz/ryokos-san-francisco,(415) 775-1028,619 Taylor St,4,3012,"$$Sushi Bars, Japanese, Bars",Lower Nob Hill,10
Super Duper Burgers,https://www.yelp.com/adredir?ad_business_id=zjlwTVZOyCU8OzzUPEavQQ&campaign_id=luOf5xBVETmYXHaahhuyBA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsuper-duper-burgers-san-francisco-3&request_id=9f3c9d3d5dba560f&signature=1cd473c425c6867317cca0b94f498a5dca19148b7a10eab76a32f528c99c725c&slot=0,(415) 407-8014,721 Market St,4,2763,Burgers,Union Square,
OSHA Thai Noodle Cafe,https://www.yelp.com/adredir?ad_business_id=vsNXAscvm-FIU423Cy874w&campaign_id=ba_Wu8N08U3cAvpVRIIBKw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fosha-thai-noodle-cafe-san-francisco-8&request_id=13bfe27ac1e367ff&signature=e11f7efe28be35196ef4877020ae20cb16063ac356958c013f82dbd0bb3683e1&slot=0,(415) 685-4083,696 Geary St,3.5,1665,Thai,Lower Nob Hill,
Nespresso Boutique,https://www.yelp.com/adredir?ad_business_id=TIb67-bkIS6tMNF2bHrQlg&campaign_id=Jfg8utOQkvlZhH3TGrAusw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-san-francisco-4&request_id=13bfe27ac1e367ff&signature=84e4b295e03b7ab65b9532356722ececaabe93a4560070125f07c310ac0c7cf5&slot=1,(800) 562-1465,90 Grant Ave,3.5,453,"Coffee & Tea, Coffee Roasteries, Cafes",Union Square,
Hops & Hominy,https://www.yelp.com/biz/hops-and-hominy-san-francisco,(415) 373-6341,1 Tillman Pl,4,2116,"$$Southern, American (Traditional), Bars",Union Square,11
Pearl’s Deluxe Burgers,https://www.yelp.com/biz/pearls-deluxe-burgers-san-francisco-3,(415) 409-6120,708 Post St,4,2221,$$Burgers,Lower Nob Hill,12
Hopwater Distribution,https://www.yelp.com/biz/hopwater-distribution-san-francisco,Lower Nob Hill,850 Bush St,4.5,713,"$$American (Traditional), Beer Bar",,13
La Fusión,https://www.yelp.com/biz/la-fusi%C3%B3n-san-francisco-2,(415) 781-0894,475 Pine St,4.5,1116,"$$Latin American, Comfort Food, Peruvian",Financial District,14
Cafe Claude,https://www.yelp.com/biz/cafe-claude-san-francisco,(415) 392-3505,7 Claude Ln,4,1991,"$$$French, Venues & Event Spaces",Financial District,15
Muracci’s Japanese Curry & Grill,https://www.yelp.com/biz/muraccis-japanese-curry-and-grill-san-francisco,(415) 773-1101,307 Kearny St,4,1736,$$Japanese Curry,Chinatown,16
Pacific Cocktail Haven,https://www.yelp.com/biz/pacific-cocktail-haven-san-francisco-2,Union Square,580 Sutter St,4.5,433,$$Cocktail Bars,,17
Uncle Vito’s Pizza,https://www.yelp.com/biz/uncle-vitos-pizza-san-francisco,(415) 391-5008,700 Bush St,4,1241,"$$Pizza, Italian",Chinatown,18
Golden Gate Fortune Cookies,https://www.yelp.com/biz/golden-gate-fortune-cookies-san-francisco,(415) 781-3956,56 Ross Aly,4.5,996,$Bakeries,Chinatown,19
Lapisara Eatery,https://www.yelp.com/biz/lapisara-eatery-san-francisco-2,(415) 655-3556,698 Post St,4.5,808,"$$Breakfast & Brunch, Burgers, Thai",Lower Nob Hill,20
Fogo de Chão Brazilian Steakhouse - San Francisco,https://www.yelp.com/adredir?ad_business_id=GzaXtAtEnfwoxDVXK3NLuw&campaign_id=Smd30PfARN1fM7xPgi8leQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffogo-de-ch%25C3%25A3o-brazilian-steakhouse-san-francisco-san-francisco-2&request_id=13bfe27ac1e367ff&signature=d749dffe64d9892affbd75d76d75dc2c9872f339cfa05e5f46a85fb233ffd1b3&slot=0,-845,201 3rd St,3.5,975,"Brazilian, Steakhouses",SoMa,
Sharetea,https://www.yelp.com/adredir?ad_business_id=uew8xmwhq4VDvNDdmXW38g&campaign_id=oOeeSsDUTasVL33-yJPjMA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsharetea-san-francisco-13&request_id=1e2505fdaa553323&signature=15518a98ad0ef3f1b145cf2a8ae2b0355aacc81fd314b5a5777a77c62a5e09cc&slot=0,(415) 227-0888,135 4th St,3.5,491,"Bubble Tea, Juice Bars & Smoothies",SoMa,
Big Lantern,https://www.yelp.com/adredir?ad_business_id=VVwyCUpUcATEsoxD57nNew&campaign_id=kve37EYS0dWva9EbNtYxcQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbig-lantern-san-francisco&request_id=1e2505fdaa553323&signature=ebe5b9219eebe538e07f52c4374ae34f54f41f3eb909233801fddf2a87941314&slot=1,(415) 863-8100,3170 16th St,3.5,919,"Chinese, Vegetarian",Mission,
Tacorea,https://www.yelp.com/biz/tacorea-san-francisco,(415) 484-8911,809 Bush St,4.5,1714,"$$Mexican, Korean, Latin American",Lower Nob Hill,1
Liholiho Yacht Club,https://www.yelp.com/biz/liholiho-yacht-club-san-francisco-2,(415) 440-5446,871 Sutter St,4.5,2443,"$$$Bars, American (New), Seafood",Lower Nob Hill,2
Good Mong Kok Bakery,https://www.yelp.com/biz/good-mong-kok-bakery-san-francisco,(415) 397-2688,1039 Stockton St,4,2739,"$Bakeries, Dim Sum, Cantonese",Chinatown,3
Hogwash,https://www.yelp.com/biz/hogwash-san-francisco,(415) 361-5500,582 Sutter St,4.5,1055,"$$Gastropubs, Beer Bar",Union Square,4
Beanstalk Cafe,https://www.yelp.com/biz/beanstalk-cafe-san-francisco-2,(415) 576-1966,724 Bush St,4,846,"$Coffee & Tea, Cafes",Union Square,5
Fresh Brew Coffee,https://www.yelp.com/biz/fresh-brew-coffee-san-francisco,(415) 567-0915,882 Bush St,4.5,594,"$Coffee & Tea, Sandwiches, Vietnamese",Lower Nob Hill,6
Bouche,https://www.yelp.com/biz/bouche-san-francisco,(415) 956-0396,603 Bush St,4.5,786,$$$French,Union Square,7
R&G Lounge,https://www.yelp.com/biz/r-and-g-lounge-san-francisco,(415) 982-7877,631 Kearny St,3.5,4483,"$$Seafood, Cantonese",Chinatown,8
Akiko’s Restaurant,https://www.yelp.com/biz/akikos-restaurant-san-francisco,(415) 397-3218,431 Bush St,4,1906,"$$$Sushi Bars, Japanese",Financial District,9
Ryoko’s,https://www.yelp.com/biz/ryokos-san-francisco,(415) 775-1028,619 Taylor St,4,3012,"$$Sushi Bars, Japanese, Bars",Lower Nob Hill,10
Amici’s East Coast Pizzeria at CloudKitchens SOMA,https://www.yelp.com/adredir?ad_business_id=WHJ2spR-_1P_tbiOqOibjg&campaign_id=hyTbUaZi9AJv6qtxWrR8Pw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Famici-s-east-coast-pizzeria-at-cloudkitchens-soma-san-francisco&request_id=1e2505fdaa553323&signature=7a44cd72e542d0ca2e0f8423da25d4b0223fc6c70c084831a6e2e00967c837b4&slot=0,(628) 900-9825,60 Morris St,3.5,11,Pizza,Mission Bay,
Barbara Pinseria & Cocktail Bar,https://www.yelp.com/adredir?ad_business_id=iVOrpINZYBTqqAGpaVFZOQ&campaign_id=VyMeI-cqgaFowgW__IWngQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbarbara-pinseria-and-cocktail-bar-san-francisco&request_id=f2eb438938e41346&signature=a632dd12ddfdf335d859a415c019b58a6071d0328f24efb59a2de73ee7727319&slot=0,(415) 445-3009,431 Columbus Ave,4,196,"Italian, Cocktail Bars, Pizza",North Beach/Telegraph Hill,
Royal Indian Cuisine on Fillmore,https://www.yelp.com/adredir?ad_business_id=8-zW9T7u9L-TDVfJyLMOZw&campaign_id=AiBG18N1Mr7K0WHc_evqEA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Froyal-indian-cuisine-on-fillmore-san-francisco&request_id=f2eb438938e41346&signature=c525df1076f2ab8faed4da1413de8fadf0f8ad65cdc6b93f209301e355b7a71a&slot=1,(415) 567-7789,1740 Fillmore St,4,298,"Indian, Himalayan/Nepalese",Lower Pacific Heights,
Honey Honey Cafe and Crepery,https://www.yelp.com/biz/honey-honey-cafe-and-crepery-san-francisco,(415) 351-2423,599 Post St,4,2621,"$$Breakfast & Brunch, Creperies",Lower Nob Hill,21
Colibri Mexican Bistro,https://www.yelp.com/biz/colibri-mexican-bistro-san-francisco,(415) 440-2737,438 Geary St,4,2404,"$$Mexican, Cocktail Bars",Union Square,22
Katana-Ya,https://www.yelp.com/biz/katana-ya-san-francisco,Union Square,422 Geary St,3.5,4103,"$$Sushi Bars, Ramen",,23
Tunnel Top,https://www.yelp.com/biz/tunnel-top-san-francisco,(415) 235-6587,601 Bush St,4,809,$$Cocktail Bars,Union Square,24
Fino Ristorante & Bar,https://www.yelp.com/biz/fino-ristorante-and-bar-san-francisco,(415) 928-2080,Located in The Andrews Hotel,4,1168,"$$$Italian, Desserts, Pizza",Located in The Andrews Hotel,25
Super Duper Burgers,https://www.yelp.com/biz/super-duper-burgers-san-francisco-3,(415) 407-8014,721 Market St,4,2763,"$$Burgers, American (Traditional)",Union Square,26
Sanraku,https://www.yelp.com/biz/sanraku-san-francisco-2,(415) 771-0803,704 Sutter St,4,1725,"$$Japanese, Sushi Bars, Asian Fusion",Lower Nob Hill,27
Sears Fine Food,https://www.yelp.com/biz/sears-fine-food-san-francisco,(628) 400-5824,439 Powell St,3.5,1988,"$$American (Traditional), Breakfast & Brunch, Seafood",Union Square,28
Campton Place,https://www.yelp.com/biz/campton-place-san-francisco,(415) 955-5555,Located in Taj Campton Place,4,741,"$$$$American (New), Indian, Bars",Located in Taj Campton Place,29
Sushirrito,https://www.yelp.com/biz/sushirrito-san-francisco-55,(415) 544-9868,226 Kearny St,4,1530,"$$Japanese, Sushi Bars, Asian Fusion",Financial District,30
Urban Curry Restaurant,https://www.yelp.com/adredir?ad_business_id=EFjaNaqg2foSIM--mML49g&campaign_id=xfZHbYZ67XR99BlETAn1ig&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Furban-curry-restaurant-san-francisco&request_id=f2eb438938e41346&signature=f16cb7076fc1e8c0a20108029d1cb30e7a6917dd9bf3f535880fd3c708d3b692&slot=0,(628) 900-9833,523 Broadway,4,678,"Himalayan/Nepalese, Indian",Chinatown,
The Thonglor,https://www.yelp.com/adredir?ad_business_id=VNkYnTGhOYw-IzuKA_msHg&campaign_id=KuOVrBdDA_EElg8CrXwBXg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-thonglor-san-francisco-2&request_id=b12a983e435b31f7&signature=45b7cfe8cf6c898f3653664de5e138f0ed583f15d3e4f085b69e0236ce06c82a&slot=0,(415) 346-3121,420 Geary St,4,87,Thai,Union Square,
Lers Ros,https://www.yelp.com/adredir?ad_business_id=WFgRFq_KxIs2fkYo1iD6Tg&campaign_id=Kg9CL0p2C7Ha3EsDd47slA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flers-ros-san-francisco-2&request_id=b12a983e435b31f7&signature=c7ef461155c2df8466f64995418f7071a2678ce997d925b5dd6c6eb4ae602144&slot=1,(415) 523-5985,730 Larkin St,4,2214,Thai,Tenderloin,
Plentea,https://www.yelp.com/biz/plentea-san-francisco-2,(415) 757-0223,341 Kearny St,3.5,1985,"$Tea Rooms, Bubble Tea",Chinatown,31
Rickhouse,https://www.yelp.com/biz/rickhouse-san-francisco,(415) 398-2827,246 Kearny St,4,1587,"$$Cocktail Bars, Venues & Event Spaces, Whiskey Bars",Financial District,32
KUSAKABE,https://www.yelp.com/biz/kusakabe-san-francisco,(415) 757-0155,584 Washington St,4.5,915,"$$$$Sushi Bars, Japanese",Financial District,33
Gusto Pinsa Romana,https://www.yelp.com/biz/gusto-pinsa-romana-san-francisco-4,(415) 678-5339,1000 Bush St,5,347,"$$Pizza, Italian, Salad",Lower Nob Hill,34
The Coffee Movement,https://www.yelp.com/biz/the-coffee-movement-san-francisco,(510) 828-4933,1030 Washington St,5,200,$$Coffee & Tea,Nob Hill,35
Farm : Table,https://www.yelp.com/biz/farm-table-san-francisco,(415) 300-5652,754 Post St,4,1786,"$$Coffee & Tea, Breakfast & Brunch",Lower Nob Hill,36
Aliment,https://www.yelp.com/biz/aliment-san-francisco,(628) 900-9847,786 Bush St,4,614,"$$American (New), Breakfast & Brunch, Cocktail Bars",Nob Hill,37
E&O Kitchen and Bar,https://www.yelp.com/biz/e-and-o-kitchen-and-bar-san-francisco,(415) 693-0303,314 Sutter St,4,1070,"$$Asian Fusion, Venues & Event Spaces",Union Square,38
Trestle Pop Up at The Vault,https://www.yelp.com/biz/trestle-pop-up-at-the-vault-san-francisco-3,(415) 772-0922,531 Jackson St,4.5,893,$$$American (New),Financial District,39
Scala’s Bistro,https://www.yelp.com/biz/scalas-bistro-san-francisco,(415) 395-8555,Located in Kimpton Sir Francis Drake Hotel,3.5,1364,"$$$Italian, Bars, Breakfast & Brunch",Located in Kimpton Sir Francis Drake Hotel,40
New Thai Elephant,https://www.yelp.com/adredir?ad_business_id=1QLTk6MMoKf9MsElJlmOYQ&campaign_id=hpC7GeJlDjLpaY2xvyrljw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnew-thai-elephant-san-francisco-3&request_id=b12a983e435b31f7&signature=5d46d1eca473fdbf3576bb670420c1f9abe11782011df915eefdeb21bfcf98a3&slot=0,(415) 818-8999,393 Bay St,4.5,114,Thai,North Beach/Telegraph Hill,
Urban Curry Restaurant,https://www.yelp.com/adredir?ad_business_id=EFjaNaqg2foSIM--mML49g&campaign_id=xfZHbYZ67XR99BlETAn1ig&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Furban-curry-restaurant-san-francisco&request_id=60ee73eaa02e2f19&signature=31a5ec376421be034cd788b864c005df9cfd3ee0cd7f5e7c9f1e0c77b6c1afbd&slot=0,(628) 900-9833,523 Broadway,4,678,"Himalayan/Nepalese, Indian",Chinatown,
Kingdom Of Dumpling,https://www.yelp.com/adredir?ad_business_id=r19XhpINtQxhMwB0eKnmjA&campaign_id=BWIGO_xbKoSdNcbtVAHdxA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkingdom-of-dumpling-san-francisco-7&request_id=60ee73eaa02e2f19&signature=2470344eb90c762bbd1af1dbf491857edb3df055ccc9832adc85bfd97a8a2a64&slot=1,(415) 566-6143,1713 Taraval St,3.5,2127,Dim Sum,Parkside,
Cable Car Museum,https://www.yelp.com/biz/cable-car-museum-san-francisco,(415) 474-1887,1201 Mason St,4.5,361,Museums,Nob Hill,41
Roka Akor - San Francisco,https://www.yelp.com/biz/roka-akor-san-francisco-san-francisco-4,(415) 362-8887,801 Montgomery St,4,1321,"$$$$Steakhouses, Japanese, Cocktail Bars",Financial District,42
Good Luck Cafe and Deli,https://www.yelp.com/biz/good-luck-cafe-and-deli-san-francisco,(415) 781-2328,621 Kearny St,4.5,408,"$Delis, Cafes, Sandwiches",Chinatown,43
Sushi Toni,https://www.yelp.com/biz/sushi-toni-san-francisco,(415) 986-8664,733 Bush St,4,634,"$$Sushi Bars, Japanese",Union Square,44
Dragon Papa Dessert,https://www.yelp.com/biz/dragon-papa-dessert-san-francisco,(415) 539-7728,752 Grant Ave,4.5,370,$$Desserts,Chinatown,45
Golden Star Vietnamese Restaurant,https://www.yelp.com/biz/golden-star-vietnamese-restaurant-san-francisco,(415) 398-1215,11 Walter U Lum Pl,4,1232,"$Vietnamese, Noodles, Soup",Chinatown,46
The Big 4,https://www.yelp.com/biz/the-big-4-san-francisco,(415) 771-1140,Located in Huntington Hotel,4,650,"$$$Lounges, American (New), Breakfast & Brunch",Located in Huntington Hotel,47
Hunan Home’s Restaurant,https://www.yelp.com/biz/hunan-homes-restaurant-san-francisco,(415) 982-2844,622 Jackson St,4,2189,$$Chinese,Chinatown,48
Le Colonial,https://www.yelp.com/biz/le-colonial-san-francisco,(415) 931-3600,20 Cosmo Pl,3.5,1672,"$$$Vietnamese, Venues & Event Spaces, French",Lower Nob Hill,49
Mister Jiu’s,https://www.yelp.com/biz/mister-jius-san-francisco,(415) 857-9688,28 Waverly Pl,4,706,$$$$Chinese,Chinatown,50
Lers Ros Thai,https://www.yelp.com/adredir?ad_business_id=d-Ik5OblSVzYJiNPZSmJ9g&campaign_id=9EGD-a6BXJkjaavy3G112A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flers-ros-thai-san-francisco-3&request_id=60ee73eaa02e2f19&signature=6a7b9662cdf8b02a477e0781641397e6d2266c5a514568b0d0779ba3ab263f2e&slot=0,(415) 853-6715,3189 16th St,3.5,282,Thai,Mission,
Kingdom Of Dumpling,https://www.yelp.com/adredir?ad_business_id=r19XhpINtQxhMwB0eKnmjA&campaign_id=BWIGO_xbKoSdNcbtVAHdxA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkingdom-of-dumpling-san-francisco-7&request_id=4dfeaa71ae4733e7&signature=ec4fa480110df51e3a39dbd475134842ea5a524e0792899da65017aebca7cecc&slot=0,(415) 566-6143,1713 Taraval St,3.5,2127,Dim Sum,Parkside,
Bissap Baobab,https://www.yelp.com/adredir?ad_business_id=6RD33qPwBS6j3ggo84J4iA&campaign_id=tyaaLMiQSsTO-bfMukJ6tA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbissap-baobab-san-francisco-3&request_id=4dfeaa71ae4733e7&signature=9adad38199cef246a81b034ea106ffb0f9555f9a9de87c1ebd365ed4ea88fb94&slot=1,(628) 900-9866,3388 19th St,4,893,"Senegalese, Dance Clubs, Cocktail Bars",Mission,
Sutter St. Cafe,https://www.yelp.com/biz/sutter-st-cafe-san-francisco,(415) 362-8342,450 Sutter St,4.5,202,"$Cafes, Delis",Union Square,51
Pagan Idol,https://www.yelp.com/biz/pagan-idol-san-francisco,(415) 985-6375,375 Bush St,4,615,"$$Tiki Bars, Venues & Event Spaces",Financial District,52
Local Edition,https://www.yelp.com/biz/local-edition-san-francisco,(415) 795-1375,691 Market St,4,1621,"$$Lounges, Cocktail Bars, Whiskey Bars",Financial District,53
Chisme Cantina,https://www.yelp.com/biz/chisme-cantina-san-francisco-5,(415) 370-7070,882 Sutter St,4.5,451,$$Tacos,Lower Nob Hill,54
Mazarine Coffee,https://www.yelp.com/biz/mazarine-coffee-san-francisco-2,Union Square,720 Market St,4,805,"$$Coffee & Tea, Sandwiches, Breakfast & Brunch",,55
Café de la Presse,https://www.yelp.com/biz/caf%C3%A9-de-la-presse-san-francisco-3,(415) 398-2680,Located in Hotel Triton,3.5,1611,"$$French, Desserts, Breakfast & Brunch",Located in Hotel Triton,56
City View Restaurant,https://www.yelp.com/biz/city-view-restaurant-san-francisco,(415) 398-2838,662 Commercial St,4,1333,"$$Dim Sum, Cantonese",Financial District,57
San Francisco Chinatown,https://www.yelp.com/biz/san-francisco-chinatown-san-francisco-2,Chinatown,Grant Ave And Bush St,4,535,Local Flavor,,58
Rue Lepic,https://www.yelp.com/biz/rue-lepic-san-francisco,(415) 474-6070,900 Pine St,4,314,$$$French,Nob Hill,59
i-Tea,https://www.yelp.com/biz/i-tea-san-francisco-3,(415) 463-7886,253 Kearny St,4,570,"$Bubble Tea, Juice Bars & Smoothies, Desserts",Financial District,60
Urban Curry Restaurant,https://www.yelp.com/adredir?ad_business_id=EFjaNaqg2foSIM--mML49g&campaign_id=wbzepKGRxoeFpQcvCqOviA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Furban-curry-restaurant-san-francisco&request_id=4dfeaa71ae4733e7&signature=2b2a56eda305052b5a57067d6cfdd596deb2a5f5a294108e32d893093949b1f9&slot=0,(628) 900-9833,523 Broadway,4,678,"Indian, Himalayan/Nepalese",Chinatown,
Quick Vegan SF,https://www.yelp.com/adredir?ad_business_id=1jMFLCIR-M9IAcHKahyIFA&campaign_id=dBBFrFMV_RESNGyZt9TJxw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fquick-vegan-sf-san-francisco&request_id=3351861a7e73930e&signature=d5167471830f01291e42d20929a1fd1718e8b5cb12577f4025868564288e9a93&slot=0,(415) 583-5632,60 Morris St,5,1,"Gluten-Free, Food Delivery Services",Mission Bay,
Spice of America,https://www.yelp.com/adredir?ad_business_id=_gHU7DSK2gFVRLx651c8ig&campaign_id=EWOea2NHgQ2uL5ak_maYvw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fspice-of-america-san-francisco-2&request_id=3351861a7e73930e&signature=5c5d65324846baa9ce86743756ac9dbeb5aed2dcdf6607dd1e0451f78e403049&slot=1,(415) 872-7187,1655 Market St,4.5,262,"Indian, Himalayan/Nepalese",SoMa,
Delicious Dim Sum,https://www.yelp.com/biz/delicious-dim-sum-san-francisco,(415) 781-0721,752 Jackson St,4,977,"$Dim Sum, Cantonese",Chinatown,61
Sam Wo Restaurant,https://www.yelp.com/biz/sam-wo-restaurant-san-francisco-3,(415) 989-8898,713 Clay St,4,1078,$Chinese,Chinatown,62
Keiko à Nob Hill,https://www.yelp.com/biz/keiko-%C3%A0-nob-hill-san-francisco-2,(415) 829-7141,1250 Jones St,4.5,413,"$$$$Japanese, French, American (New)",Nob Hill,63
Union Square,https://www.yelp.com/biz/union-square-san-francisco-18,(415) 831-5500,323 Geary St,4,484,Parks,Union Square,64
Eastern Bakery,https://www.yelp.com/biz/eastern-bakery-san-francisco,(415) 982-5157,720 Grant Ave,4,699,$Bakeries,Chinatown,65
"ENO Wine Bar, San Francisco",https://www.yelp.com/biz/eno-wine-bar-san-francisco-san-francisco,(415) 678-5321,320 Geary St,4.5,438,$$Wine Bars,Union Square,66
Capital Restaurant,https://www.yelp.com/biz/capital-restaurant-san-francisco,(415) 397-6269,839 Clay St,4,687,$$Chinese,Chinatown,67
Benjamin Cooper,https://www.yelp.com/biz/benjamin-cooper-san-francisco,(415) 368-1164,Located in Hotel G,4.5,375,"$$Cocktail Bars, Wine Bars, Beer Bar",Located in Hotel G,68
House of Nanking,https://www.yelp.com/biz/house-of-nanking-san-francisco,(415) 421-1429,919 Kearny St,3.5,3402,"$$Dim Sum, Cantonese, Noodles",Chinatown,69
Onigilly,https://www.yelp.com/biz/onigilly-san-francisco-13,(415) 671-4706,343 Kearny St,4,535,"$$Japanese, Fast Food",Chinatown,70
OSHA Thai Noodle Cafe,https://www.yelp.com/adredir?ad_business_id=vsNXAscvm-FIU423Cy874w&campaign_id=iHKmP_iXCMj07wFy4eGRbw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fosha-thai-noodle-cafe-san-francisco-8&request_id=3351861a7e73930e&signature=cda1d9024eb4fa022bd937c6f8ddd06a3032ecff79ae52a887eb11af648dcac6&slot=0,(415) 685-4083,696 Geary St,3.5,1665,Thai,Lower Nob Hill,
Starbucks,https://www.yelp.com/adredir?ad_business_id=4t-qN4ePbNl4GiDGpEJjCQ&campaign_id=8yOkIT-TDS69S0Z0WAJP9Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-san-francisco-171&request_id=626e236c7552fa8f&signature=12b5bdfee142011b2ed9ad9ab50f5e4e04593a74c6849791de716a500e2b9faf&slot=0,(415) 956-2321,462 Powell St,3,158,Coffee & Tea,Union Square,
Krispy Krunchy Chicken,https://www.yelp.com/adredir?ad_business_id=gcdiumG5hmCUyYWe6sWMTg&campaign_id=Wpzh6Vja3dcqtjJRz5zujg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkrispy-krunchy-chicken-san-francisco-7&request_id=626e236c7552fa8f&signature=ab429548a5557a0bbe73cee17845f8024b3bbd7f7944769a82cde6da5482ba7e&slot=1,(415) 800-8637,2660 Mason St,4.5,50,"Chicken Shop, Cajun/Creole, Chicken Wings",Fisherman's Wharf,
Huntington Park,https://www.yelp.com/biz/huntington-park-san-francisco,Nob Hill,California St & Taylor St,4.5,161,Parks,,71
Sababa,https://www.yelp.com/biz/sababa-san-francisco,(415) 800-6853,329 Kearny St,4.5,338,"$$Mediterranean, Middle Eastern, Greek",Chinatown,72
707 Sutter,https://www.yelp.com/biz/707-sutter-san-francisco,(415) 346-7979,707 Sutter St,4,725,$$Korean,Lower Nob Hill,73
Z & Y Restaurant,https://www.yelp.com/biz/z-and-y-restaurant-san-francisco-3,(415) 981-8988,655 Jackson St,3.5,1755,$$Chinese,Chinatown,74
Del Popolo,https://www.yelp.com/biz/del-popolo-san-francisco-3,(415) 589-7940,855 Bush St,4,464,$$Pizza,Lower Nob Hill,75
Chong Qing Xiao Mian,https://www.yelp.com/biz/chong-qing-xiao-mian-san-francisco,(415) 983-0888,915 Kearny St,4,851,"$$Noodles, Szechuan",Chinatown,76
Matador,https://www.yelp.com/biz/matador-san-francisco-2,(415) 923-8146,679 Sutter St,4,625,"$$Mexican, Cocktail Bars",Lower Nob Hill,77
RM 212,https://www.yelp.com/biz/rm-212-san-francisco,(415) 500-2780,690 Sacramento St,4.5,406,"$$Tapas Bars, Lounges, Asian Fusion",Financial District,78
The Irish Bank Bar & Restaurant,https://www.yelp.com/biz/the-irish-bank-bar-and-restaurant-san-francisco,(415) 788-7152,10 Mark Ln,3.5,983,$$Irish Pub,Union Square,79
The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-san-francisco-2,(415) 391-4444,251 Geary St,3,3275,"$$Desserts, American (Traditional)",Union Square,80
