business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
Alibi Coffee Co.,https://www.yelp.com/adredir?ad_business_id=8XsXR3C5k1NAXjm2-5VPKw&campaign_id=7RvFHreJ5R3iSQ2_jBjhuA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Falibi-coffee-co-los-angeles-2&request_id=dd0e2953509a7abd&signature=d6ee7b40fe48047155584c113f32728c40ef9a4c0c78cf94b08d0e330ceff5d5&slot=0,(310) 951-9929,2268 Venice Blvd,5,112,"Coffee & Tea, Coffee Roasteries",Harvard Heights,
Le Grand,https://www.yelp.com/adredir?ad_business_id=W-znmhcbAFwoDtqLCmc9JA&campaign_id=EHGNs7dzWtzdR3_jagr5Tw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fle-grand-los-angeles&request_id=dd0e2953509a7abd&signature=f25d2d1ad9b888dc4cdd8d335adefaaecea45beabce2af727172638c93a977e4&slot=1,(213) 214-7514,707 S Grand Ave,4.5,314,"Wine Bars, Modern European, Seafood",Downtown,
La Fuente Restaurant - Comida Mexicana,https://www.yelp.com/biz/la-fuente-restaurant-comida-mexicana-los-angeles-2,(323) 234-5722,6001 Hooper Ave,4.5,8,Mexican,Florence-Firestone,181
Florence Bakery,https://www.yelp.com/biz/florence-bakery-los-angeles-2,(323) 587-2993,1601 E Florence Ave,4.5,5,$$Bakeries,Florence-Firestone,182
Lucy’s Restaurant,https://www.yelp.com/biz/lucys-restaurant-los-angeles,(323) 535-2685,7313 S Central Ave,4.5,8,"$Burgers, Fast Food, Tacos",Florence,183
Haz2lokillo,https://www.yelp.com/biz/haz2lokillo-huntington-park,(323) 685-9205,2550 E Gage Ave,5,6,"$$Desserts, Specialty Food",,184
Tacos Y Mariscos El Pescadito,https://www.yelp.com/biz/tacos-y-mariscos-el-pescadito-florence-graham,Florence-Firestone,,4.5,6,"$Food Trucks, Tacos",,185
La Zona Sushi,https://www.yelp.com/biz/la-zona-sushi-los-angeles,,1913 E Gage Ave,5,5,Sushi Bars,,186
Cafe Sociedad Latina,https://www.yelp.com/biz/cafe-sociedad-latina-los-angeles,,6806 Pacific Blvd,4,20,"Food Court, Breakfast & Brunch, Salad",,187
Honduras Kitchen Express,https://www.yelp.com/biz/honduras-kitchen-express-huntington-park-2,(323) 582-9139,2409 E Slauson Ave,2.5,109,$$Honduran,,188
El Pariente,https://www.yelp.com/biz/el-pariente-huntington-park-2,(323) 537-8030,Serving Huntington Park and the Surrounding Area,4,17,"$Mexican, Seafood, Food Trucks",Serving Huntington Park and the Surrounding Area,189
Tacos La Guera,https://www.yelp.com/biz/tacos-la-guera-huntington-park,Florence-Firestone,5959 Maywood Ave,4,14,"$Street Vendors, Mexican",,190
Board House Coffee,https://www.yelp.com/adredir?ad_business_id=-KoQb30Hphg9jRT8MGpZoA&campaign_id=4D38sysvsG2dhPJzZJS5gg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fboard-house-coffee-los-angeles&request_id=dd0e2953509a7abd&signature=2c33d81ea6d4df7c6682bb735564c388b616e9eb42f04e301c8b80816abed43d&slot=0,(424) 256-2915,11901 Santa Monica Blvd,4,186,"Coffee & Tea, Juice Bars & Smoothies, Breakfast & Brunch",Sawtelle,
Starbucks,https://www.yelp.com/adredir?ad_business_id=FkmmAZYN6o3gyE3FboqPHA&campaign_id=8yOkIT-TDS69S0Z0WAJP9Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-los-angeles-167&request_id=45dae27e6d8b9fb5&signature=94a838d226d837aabd848db85245b3c7dc424c235f7003d50b8b3c8ca6f47fc3&slot=0,(323) 585-1928,1437 E Gage Ave,,Coffee & Tea,,Florence-Firestone,
Ye Olde King’s Head,https://www.yelp.com/adredir?ad_business_id=TEYL7Yzl8BWCPIz5MtmFHQ&campaign_id=prUHrNv55dkDXiHghqbCVg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fye-olde-king-s-head-santa-monica&request_id=45dae27e6d8b9fb5&signature=3a72ac8fe37c822ed82bd4ba002a518ba3b6b80717097150782a744113ea3081&slot=1,(310) 451-1402,116 Santa Monica Blvd,3.5,1403,"Breakfast & Brunch, Pubs, British",,
Tumby’s Pizza,https://www.yelp.com/biz/tumbys-pizza-huntington-park,(323) 584-6090,7119-A Rita Ave,3.5,26,$Pizza,,191
The Feast Truck,https://www.yelp.com/biz/the-feast-truck-los-angeles,(310) 295-1942,,3,15,"$Food Stands, Food",Florence-Firestone,192
Wingstop,https://www.yelp.com/biz/wingstop-los-angeles-17,(323) 846-9464,5857 S Central Ave,3,65,$$Chicken Wings,Florence,193
Tokyo Bowl,https://www.yelp.com/biz/tokyo-bowl-huntington-park,(323) 582-9507,5938 Pacific Blvd,3.5,32,$Japanese,,194
Burger King,https://www.yelp.com/biz/burger-king-los-angeles-31,(323) 583-2338,2051 East Florence,3,23,"$Burgers, Fast Food",,195
New Milenio Pizza,https://www.yelp.com/biz/new-milenio-pizza-south-gate,(323) 581-0731,8532 Long Beach Blvd,4,17,$Pizza,,196
Honeytart,https://www.yelp.com/biz/honeytart-huntington-park,(323) 484-9305,5948 Pacific Blvd,5,9,"Bakeries, Desserts, Custom Cakes",,197
Birrieria Cardenas,https://www.yelp.com/biz/birrieria-cardenas-los-angeles,(323) 585-4926,1764 Nadeau St,4,10,$$Mexican,Florence-Firestone,198
Panda Express,https://www.yelp.com/biz/panda-express-walnut-park,(323) 277-9486,2120 E Florence Ave,2,99,"$Chinese, Fast Food",,199
April’s Cakes,https://www.yelp.com/biz/aprils-cakes-huntington-park,(323) 588-1888,7848 Pacific Blvd,4,16,"$$Bakeries, Desserts",,200
Half-time House Of Highlights,https://www.yelp.com/adredir?ad_business_id=SINCcHNO-jth2JEDPVlcMA&campaign_id=ixrP_TIHCBB2GGiWVDJcvg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fhalf-time-house-of-highlights-bell-3&request_id=45dae27e6d8b9fb5&signature=48e9d1d010f62842d8a1dcaa474073fee981448533a4afd7ee3420c40e719ce5&slot=0,(323) 826-7518,7016 Atlantic Blvd,4.5,51,"Sports Bars, Chicken Wings, Pizza",,
KFC,https://www.yelp.com/adredir?ad_business_id=-AZ2kWMlpmYhIW_kPFMmLQ&campaign_id=uBAhzlk-qsFNsM3CsZHDEQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkfc-los-angeles-3&request_id=d8f2c836e5ee62b9&signature=08bceb3cf84268a462228f41b3750ecafae0b880e687d58ca866cd0a75f6c153&slot=0,(323) 936-8079,1244 S. La Brea Ave,,Fast Food,,Mid-Wilshire,
Aeirloom Bakery,https://www.yelp.com/adredir?ad_business_id=RFgdMwiv_5jtwN--B7Vg2Q&campaign_id=f80VXQhDUWglacBujWLqJg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Faeirloom-bakery-los-angeles&request_id=d8f2c836e5ee62b9&signature=518ffd55afa406209c35f9b841e67799d75c5372241177952393edd9016e0d80&slot=1,(818) 754-1955,10550 Riverside Dr,4,659,"Breakfast & Brunch, Coffee & Tea, American (New)",Toluca Lake,
IHOP,https://www.yelp.com/biz/ihop-huntington-park-2,(323) 584-0234,6300 Santa Fe Ave,2,132,"$$Breakfast & Brunch, Burgers, American (Traditional)",,201
Tam’s Burgers,https://www.yelp.com/biz/tams-burgers-los-angeles-10,(323) 583-7076,904 E Manchester Ave,3,44,$Burgers,Green Meadows,202
Mariscos Mi Lindo Nayarit 2,https://www.yelp.com/biz/mariscos-mi-lindo-nayarit-2-los-angeles,(323) 589-3221,8000 South Central Ave,3,21,$$Mexican,Florence-Firestone,203
El Pastor Bar & Grill,https://www.yelp.com/biz/el-pastor-bar-and-grill-huntington-park-2,(323) 587-2221,6606 Pacific Blvd,4,17,"$$Mexican, Bars",,204
Pupuseria Las Champas,https://www.yelp.com/biz/pupuseria-las-champas-los-angeles,(323) 585-2078,7508 Compton Ave,3,19,$$Latin American,Florence-Firestone,205
The Cafe Feat Illy,https://www.yelp.com/biz/the-cafe-feat-illy-los-angeles,Florence-Firestone,,3.5,11,$Coffee & Tea,,206
Tacos El Escondido,https://www.yelp.com/biz/tacos-el-escondido-los-angeles-4,(323) 587-3488,8001 S Central Ave,4,7,Mexican,Florence,207
Tacos El Colima,https://www.yelp.com/biz/tacos-el-colima-los-angeles,Florence,632 E Florence Ave,5,5,"$Street Vendors, Tacos",,208
South Central Neighborhood,https://www.yelp.com/biz/south-central-neighborhood-los-angeles,Florence,,4.5,8,Local Flavor,,209
Marisco’s El Coral,https://www.yelp.com/biz/mariscos-el-coral-los-angeles-2,South Park,5525 Mckinley Ave,4.5,9,"$Food Trucks, Seafood",,210
San Marino Cafe & Marketplace,https://www.yelp.com/adredir?ad_business_id=CGIs1oRH5aFzklW03f-1iQ&campaign_id=Pz-vg8okmYIGqeKDu9jA6A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsan-marino-cafe-and-marketplace-san-marino&request_id=d8f2c836e5ee62b9&signature=1b7beda4e8070579059ed988e55e1716f2ead460718292510d422eb037fa3606&slot=0,(626) 399-0761,2507 Mission St,4.5,143,"Sandwiches, Cafes, Coffee & Tea",,
Marsa Mediterranean Cuisine,https://www.yelp.com/adredir?ad_business_id=SIlnASjGDkBpdfJ9rzIxxg&campaign_id=VX9Pt6dPrrp4bmx-coNFsg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmarsa-mediterranean-cuisine-los-angeles&request_id=36142b2c779b44f8&signature=6321554577cdd4411fae9ef0db86efa3ef6609db106eccbcf27820eda94b93ef&slot=0,(310) 309-9799,11675 W Pico Blvd,4,309,"Lounges, Seafood, Mediterranean",Sawtelle,
LA Press Organic Cold Pressed Juice & Coffee,https://www.yelp.com/adredir?ad_business_id=jGfz6EuMCm-seJyWRqs7nA&campaign_id=kF8KZZNFs3Jwr82UV2Oujw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fla-press-organic-cold-pressed-juice-and-coffee-los-angeles-3&request_id=36142b2c779b44f8&signature=0fc397741c4e587f14f0258da6dadf670867fd43a8233f2b07a38d1b6acc7d5a&slot=1,(323) 677-0576,824 S La Brea Ave,4.5,154,"Organic Stores, Coffee & Tea, Juice Bars & Smoothies",Mid-Wilshire,
Hustle N Dough,https://www.yelp.com/biz/hustle-n-dough-los-angeles-2,(323) 553-0584,Serving Los Angeles and the Surrounding Area,4.5,9,"Donuts, Coffee & Tea, Food Trucks",Serving Los Angeles and the Surrounding Area,211
A Secret Forest Patisserie,https://www.yelp.com/biz/a-secret-forest-patisserie-los-angeles,Florence-Firestone,,5,3,$$Desserts,,212
Bon Puf,https://www.yelp.com/biz/bon-puf-los-angeles,(310) 625-3113,,4.5,4,"$$Desserts, Specialty Food",Florence-Firestone,213
Pico de Gap,https://www.yelp.com/biz/pico-de-gap-los-angeles,Florence,,4.5,10,"$Food Trucks, Tacos",,214
Ying Hana Teppanyaki,https://www.yelp.com/biz/ying-hana-teppanyaki-los-angeles,(323) 487-5753,1516 Firestone Blvd,4.5,7,Japanese,Florence-Firestone,215
Pupuseria Acajutla,https://www.yelp.com/biz/pupuseria-acajutla-los-angeles,(323) 232-5410,608 E 59th St,4,12,$Salvadoran,Florence,216
Huli Huli Hawaiian Grill,https://www.yelp.com/biz/huli-huli-hawaiian-grill-huntington-park,(323) 589-0861,2540 E Slauson Ave,3,45,$Hawaiian,,217
Ono Hawaiian BBQ,https://www.yelp.com/biz/ono-hawaiian-bbq-walnut-park,(323) 581-2888,2114 E Florence Ave,2.5,54,"$Hawaiian, Specialty Food",Florence-Firestone,218
Restaurante Y Pupuseria Azucena,https://www.yelp.com/biz/restaurante-y-pupuseria-azucena-huntington-park,(323) 581-0661,2621 Saturn Ave,4,14,$Salvadoran,,219
Starbucks,https://www.yelp.com/biz/starbucks-huntington-park-2,(323) 584-0492,6021 Pacific Blvd,2.5,112,$Coffee & Tea,,220
Lost Cove Tiki,https://www.yelp.com/adredir?ad_business_id=maUt7c_2y_2whrCVkonSNg&campaign_id=Cwwq1eM72eX2qKWl4IQ7VQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flost-cove-tiki-los-angeles-2&request_id=36142b2c779b44f8&signature=dd94f635c5beb689de071eb196ef0e31cc4ee1c34abbe4058c9e0b39e9fd7ee5&slot=0,Fairfax,609 N La Brea Ave,4,20,"Tiki Bars, Hawaiian, Barbeque",,
Baja Cantina,https://www.yelp.com/adredir?ad_business_id=W6FMTgZkMdq2o4q9kT4PBA&campaign_id=QAnXCuM6yMIFnoYXv5Tolg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbaja-cantina-marina-del-rey&request_id=3a4d8aec0f347967&signature=1c2951cc7e0178e622d8b222feac29a3005447c5e43508348fdb67d15eef7099&slot=0,(310) 905-6624,311 Washington Blvd,3.5,812,"Sports Bars, Mexican, Cocktail Bars",Venice,
Fatamorgana Gelato,https://www.yelp.com/adredir?ad_business_id=Y6ooSx2MJ50P-n0RaQIiEw&campaign_id=Z6Dm-ztJ4BSr3PJixiYOXw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffatamorgana-gelato-beverly-hills&request_id=3a4d8aec0f347967&signature=755ddb5da3c0faa0f186b48a72badb283120420a7f13c014f83ce1b8f9b54646&slot=1,(424) 278-1629,162 S Beverly Dr,4.5,58,"Ice Cream & Frozen Yogurt, Gluten-Free, Gelato",,
Spring Street Smoke House truck,https://www.yelp.com/biz/spring-street-smoke-house-truck-los-angeles,(323) 997-9097,,2.5,19,"$$Barbeque, Food Stands",Florence-Firestone,221
Arturo’s Tacos,https://www.yelp.com/biz/arturos-tacos-los-angeles,(323) 751-4302,6319 Avalon Blvd,3,29,"$Mexican, Breakfast & Brunch, Burgers",Florence,222
Mattie’s Southern Kitchen,https://www.yelp.com/biz/matties-southern-kitchen-los-angeles,(323) 469-0691,,2.5,21,"$Southern, Food Trucks",Florence-Firestone,223
Liege Waffle Company,https://www.yelp.com/biz/liege-waffle-company-los-angeles,(626) 201-1742,,5,3,$Waffles,Florence-Firestone,224
Northgate Market,https://www.yelp.com/biz/northgate-market-southgate,(323) 277-3000,2633 Santa Ana St,2.5,60,"$Grocery, Bakeries, Mexican",,225
Amy Cakes and Sweet Treats,https://www.yelp.com/biz/amy-cakes-and-sweet-treats-los-angeles,(818) 424-5605,,4,5,"Desserts, Cupcakes",Florence-Firestone,226
CA-170 Freeway,https://www.yelp.com/biz/ca-170-freeway-los-angeles,Florence-Firestone,,4.5,4,Landmarks & Historical Buildings,,227
Burger King,https://www.yelp.com/biz/burger-king-south-gate-3,(323) 589-5551,8012 Long Beach Blvd,3.5,21,"$Burgers, Fast Food",,228
Tam’s Burgers No 15,https://www.yelp.com/biz/tams-burgers-no-15-los-angeles,(323) 585-7778,7219 S Alameda St,2.5,43,"$Burgers, Fast Food, Food",Florence-Firestone,229
J Mendoza Bakery,https://www.yelp.com/biz/j-mendoza-bakery-huntington-park,(323) 582-4113,2631 E Gage Ave,4,17,"$Bakeries, Fast Food",,230
R Bar,https://www.yelp.com/adredir?ad_business_id=7SCpCvd8-RDDvQhSmNe5dQ&campaign_id=7zvPb9VnTeIWtXy65Ep5tA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fr-bar-los-angeles&request_id=3a4d8aec0f347967&signature=2df163cec3fb1e45b8c8975b507b4063e2eb99d72220e67ecace6e63743580e9&slot=0,(213) 387-7227,3331 W 8th St,4,620,"American (New), Lounges, Seafood",Wilshire Center,
KFC,https://www.yelp.com/adredir?ad_business_id=-AZ2kWMlpmYhIW_kPFMmLQ&campaign_id=uBAhzlk-qsFNsM3CsZHDEQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkfc-los-angeles-3&request_id=3bb1d1782d265cb2&signature=08f88c7f63a9f513799aa1fa8b08130d67b5e16bf52fb58d7d1939c71955b581&slot=0,(323) 936-8079,1244 S. La Brea Ave,,Chicken Shop,,Mid-Wilshire,
Heroic Italian,https://www.yelp.com/adredir?ad_business_id=nCovE46GX_-GxRfAu6suoA&campaign_id=QN8AHT4Z_er9PgSFfSKlxA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fheroic-italian-santa-monica&request_id=3bb1d1782d265cb2&signature=5276618cd95896208354048d91f010eaad2642e21dec6d4e6e04a6698b2ef7c3&slot=1,(310) 691-8278,516 Santa Monica Blvd,4.5,397,"Sandwiches, Wine Bars, Italian",,
The Best of La Michoacana Ice Cream,https://www.yelp.com/biz/the-best-of-la-michoacana-ice-cream-huntington-park,(323) 800-4500,7014 Santa Fe Ave,3.5,15,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies",,231
Tam’s Burgers,https://www.yelp.com/biz/tams-burgers-los-angeles-5,(323) 585-8267,6620 S Central Ave,2.5,31,$Burgers,Florence-Firestone,232
Spartan Burgers No 7,https://www.yelp.com/biz/spartan-burgers-no-7-huntington-park,(323) 588-5141,7222 Santa Fe Ave,3.5,17,"$Breakfast & Brunch, Burgers",,233
Tom’s Express Restaurant,https://www.yelp.com/biz/toms-express-restaurant-huntington-park,(323) 581-8179,5624 Pacific Blvd,3.5,35,"$Burgers, Mexican, Breakfast & Brunch",,234
Crave it,https://www.yelp.com/biz/crave-it-south-gate-2,(323) 537-8229,8330 Long Beach Blvd,3.5,19,Desserts,,235
Mi San Salvador Restaurant,https://www.yelp.com/biz/mi-san-salvador-restaurant-south-gate,(323) 563-3020,8601 Long Beach Blvd,4.5,12,$Latin American,,236
Diana’s Restaurant,https://www.yelp.com/biz/dianas-restaurant-huntington-park,(323) 582-9222,6035 Pacific Blvd,2.5,75,$$Mexican,,237
Pronto Pizza,https://www.yelp.com/biz/pronto-pizza-south-gate,(323) 567-6833,2701 Firestone Blvd,3.5,33,$Pizza,,238
WaBa Grill,https://www.yelp.com/biz/waba-grill-los-angeles-11,(323) 846-9222,5857 S Central Ave,2.5,40,"$Fast Food, Asian Fusion",Florence,239
Comfort LA,https://www.yelp.com/biz/comfort-la-los-angeles-3,(213) 537-0844,762 E Slauson Ave,4,10,"Soul Food, Comfort Food, Food Trucks",Florence,240
Republik Coffee Lounge,https://www.yelp.com/adredir?ad_business_id=WfO4K-KABK0JbJ1a5xp6nw&campaign_id=ieNHBrWNCo4rE5RFMUD0lw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frepublik-coffee-lounge-pasadena-4&request_id=3bb1d1782d265cb2&signature=ad1c2b22c74b6a7408a39e9e73394cd1fbd326dcee905d33c0543e579b31f7a9&slot=0,(626) 529-3714,854 E Green St,4.5,360,"Coffee & Tea, Breakfast & Brunch",,
Heroic Italian,https://www.yelp.com/adredir?ad_business_id=nCovE46GX_-GxRfAu6suoA&campaign_id=D439di37AgnkQQ4xu3ieAw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fheroic-italian-santa-monica&request_id=247f21047dea903b&signature=da197459b8bbcebf677fefff8e939eef149c3d35ba41d0c6a69b292e9558239a&slot=0,(310) 691-8278,516 Santa Monica Blvd,4.5,397,"Wine Bars, Italian, Sandwiches",,
Republik Coffee Lounge,https://www.yelp.com/adredir?ad_business_id=WfO4K-KABK0JbJ1a5xp6nw&campaign_id=xWrRidScJZDMh0vtYjSiig&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frepublik-coffee-lounge-pasadena-4&request_id=247f21047dea903b&signature=a646e7d59aac9d45ba55fa3a5223db4d3626aa84ae7468240e975aff9a840b58&slot=1,(626) 529-3714,854 E Green St,4.5,360,"Coffee & Tea, Breakfast & Brunch",,
Avila’s El Ranchito Mexican Restaurant,https://www.yelp.com/biz/avilas-el-ranchito-mexican-restaurant-huntington-park,(323) 585-5055,6703 Santa Fe Ave,4.5,666,$$Mexican,,1
Tokyo Style Food Truck and Catering,https://www.yelp.com/biz/tokyo-style-food-truck-and-catering-los-angeles-2,(310) 591-6226,Serving Los Angeles and the Surrounding Area,4.5,190,"$$Food Trucks, Japanese, Asian Fusion",Serving Los Angeles and the Surrounding Area,2
Rays BBQ,https://www.yelp.com/biz/rays-bbq-huntington-park-4,,6038 Santa Fe Ave,4.5,801,"$$Barbeque, Smokehouse, Salad",,3
The Los Angeles Banh Mi Company,https://www.yelp.com/biz/the-los-angeles-banh-mi-company-huntington-park,(323) 553-1710,2479 E Florence Ave,4.5,272,"$Vietnamese, Sandwiches, Coffee & Tea",,4
Teddy’s Red Tacos,https://www.yelp.com/biz/teddys-red-tacos-los-angeles,(323) 495-9654,Serving Los Angeles and the Surrounding Area,4,865,"$Food Trucks, Tacos",Serving Los Angeles and the Surrounding Area,5
Birrieria Jalisco,https://www.yelp.com/biz/birrieria-jalisco-los-angeles-2,(323) 583-9322,7714 Compton Ave,4.5,90,$Mexican,Florence-Firestone,6
Lettuce Feast,https://www.yelp.com/biz/lettuce-feast-los-angeles-2,(424) 261-3659,,4,199,"$$Food Trucks, Vegan, Comfort Food",Florence-Firestone,7
Tacos Los Poblanos,https://www.yelp.com/biz/tacos-los-poblanos-los-angeles-2,(323) 672-9485,5821 Avalon Blvd,4.5,236,"$Food Trucks, Mexican",Florence,8
El Cielito Cafe,https://www.yelp.com/biz/el-cielito-cafe-south-gate-3,(323) 484-9944,8015 Long Beach Blvd,4.5,166,$Coffee & Tea,,9
Las Molenderas Restaurant,https://www.yelp.com/biz/las-molenderas-restaurant-huntington-park,(323) 583-1933,2635 Gage Ave,4.5,174,$Mexican,,10
Aeirloom Bakery,https://www.yelp.com/adredir?ad_business_id=RFgdMwiv_5jtwN--B7Vg2Q&campaign_id=8yZxJ9p8T-gk5giJal94Gg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Faeirloom-bakery-los-angeles&request_id=247f21047dea903b&signature=6f46fe15f0eade8fbf71ffba8893cdef5e40082b18eb1f6506ad39bc9e0934af&slot=0,(818) 754-1955,10550 Riverside Dr,4,659,"Breakfast & Brunch, Coffee & Tea, American (New)",Toluca Lake,
Starbucks,https://www.yelp.com/adredir?ad_business_id=Z9IzbIm08iuW-PvuY6iSbQ&campaign_id=8yOkIT-TDS69S0Z0WAJP9Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-los-angeles-346&request_id=97b2c1ad3d043165&signature=cfe833edf561751211bf18a708d135ebc11f427e4d8677485b9084d625750b4a&slot=0,(213) 680-7825,639 N Broadway,3,118,Coffee & Tea,Chinatown,
KFC,https://www.yelp.com/adredir?ad_business_id=-AZ2kWMlpmYhIW_kPFMmLQ&campaign_id=sjq2agorisiRHaqmcrFkrg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkfc-los-angeles-3&request_id=97b2c1ad3d043165&signature=1920613b8aae2270b1003a538534bec88aa27e9f1fe250c5a970a986383e666c&slot=1,(323) 936-8079,1244 S. La Brea Ave,,Chicken Wings,,Mid-Wilshire,
Howlin’ Ray’s,https://www.yelp.com/biz/howlin-rays-los-angeles-3,(213) 935-8399,727 N Broadway,4.5,6581,"$$Southern, Chicken Shop, American (Traditional)",Chinatown,1
Philippe the Original,https://www.yelp.com/biz/philippe-the-original-los-angeles,(213) 628-3781,1001 N Alameda St,4,6281,"$Sandwiches, Breakfast & Brunch, American (Traditional)",Chinatown,2
Daikokuya Little Tokyo,https://www.yelp.com/biz/daikokuya-little-tokyo-los-angeles,(213) 626-1680,327 E 1st St,4,8616,"$$Ramen, Noodles",Little Tokyo,3
Guisados,https://www.yelp.com/biz/guisados-los-angeles-3,(213) 250-7600,1261 W Sunset Blvd,4.5,2144,$Mexican,Echo Park,4
Marugame Monzo,https://www.yelp.com/biz/marugame-monzo-los-angeles-5,(213) 346-9762,329 E 1st St,4.5,3777,"$$Japanese, Noodles, Asian Fusion",Little Tokyo,5
Yang Chow,https://www.yelp.com/biz/yang-chow-los-angeles,(213) 625-0811,819 N Broadway,4,2652,"$$Chinese, Seafood, Noodles",Chinatown,6
Pho 87,https://www.yelp.com/biz/pho-87-los-angeles,(323) 227-0758,1019 N Broadway,4,1452,"$Vietnamese, Noodles, Chinese",Elysian Park,7
Eggslut,https://www.yelp.com/biz/eggslut-los-angeles-7,(213) 625-0292,Located in Grand Central Market,4,5819,"$Breakfast & Brunch, Sandwiches",Located in Grand Central Market,8
Little Jewel of New Orleans,https://www.yelp.com/biz/little-jewel-of-new-orleans-los-angeles-2,(213) 620-0461,207 Ord St,4,1757,"$$Delis, Grocery, Cajun/Creole",Chinatown,9
Perch,https://www.yelp.com/biz/perch-los-angeles,(213) 802-1770,448 S Hill St,4,8054,"$$$Lounges, French, Breakfast & Brunch",Downtown,10
Wood,https://www.yelp.com/adredir?ad_business_id=F2W1R7yIvSOqD1xH_F1cZA&campaign_id=wZIFyE6ypBi3rnYzN8zmIg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwood-los-angeles-8&request_id=97b2c1ad3d043165&signature=fd86e308c989a065af55a8d7427661c23385968cbd63e775c2014888fb1bb762&slot=0,(323) 667-9940,2861 Sunset Blvd,4,729,"Wine Bars, Pizza, Italian",Silver Lake,
Denong Tea,https://www.yelp.com/adredir?ad_business_id=5cO-qky4YQCJQW0cP5znQQ&campaign_id=q3wMg9mEAXzBxjWSq9d4mA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdenong-tea-pasadena&request_id=84318e9f21d1f8b6&signature=cb7fd1bd423c0b65711bce81905069fe2eacfe456f129b1b433ced86ae56a819&slot=0,(626) 817-9957,482 S Arroyo Pkwy,5,27,Tea Rooms,,
Tanota Takoyaki,https://www.yelp.com/adredir?ad_business_id=pO1FnpTADBuZg1JJiTJfGA&campaign_id=jy326x0HTo9wwSWO4MGRBg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftanota-takoyaki-los-angeles-3&request_id=84318e9f21d1f8b6&signature=82c373121f201568fe9c4b1e3d3e7f3de2e1c8777b6449d4626d65fabfdf870a&slot=1,(213) 626-0481,350 E 1st St,3.5,245,"Street Vendors, Japanese",Little Tokyo,
Eastside Italian Deli,https://www.yelp.com/biz/eastside-italian-deli-los-angeles-2,(213) 250-2464,1013 Alpine St,4.5,1042,"$Italian, Delis, Sandwiches",Chinatown,11
