business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
The Lifeway Kefir Shop,https://www.yelp.com/biz/the-lifeway-kefir-shop-chicago,(312) 658-1241,108 N State St,4,126,"$Ice Cream & Frozen Yogurt, Juice Bars & Smoothies",The Loop,211
The Rookery Building,https://www.yelp.com/biz/the-rookery-building-chicago-2,(312) 994-4000,209 S LaSalle St,4.5,59,"Venues & Event Spaces, Landmarks & Historical Buildings",The Loop,212
Del Toro,https://www.yelp.com/biz/del-toro-chicago-4,(312) 733-7144,2133 S Halsted St,4,411,"$$Burgers, Mexican, Cocktail Bars",Pilsen,213
Eppel’s Restaurant,https://www.yelp.com/biz/eppels-restaurant-chicago,(312) 922-2206,554 W Roosevelt Rd,4,123,"$Diners, Breakfast & Brunch",,214
Ice Max,https://www.yelp.com/biz/ice-max-chicago,(312) 265-1769,2227 S Wentworth Ave,4,146,"$Desserts, Creperies, Ice Cream & Frozen Yogurt",Chinatown,215
Jason’s Deli,https://www.yelp.com/biz/jasons-deli-chicago,(312) 850-0547,1258 S Canal St,3.5,213,"$Delis, Sandwiches, Salad",,216
BBQ King House,https://www.yelp.com/biz/bbq-king-house-chicago-5,(312) 326-1219,2148 S Archer Ave,3.5,229,"$Chinese, Barbeque, Juice Bars & Smoothies",Chinatown,217
Mercat a la Planxa - Temp. CLOSED,https://www.yelp.com/biz/mercat-a-la-planxa-chicago,(312) 765-0524,638 S Michigan Ave,4,1419,"$$$Tapas Bars, Spanish, Tapas/Small Plates",South Loop,218
Naf Naf Grill,https://www.yelp.com/biz/naf-naf-grill-chicago-3,(312) 726-6300,28 S Wabash Ave,4,191,"$Middle Eastern, Falafel, Salad",The Loop,219
Beatrix Market Depaul Loop,https://www.yelp.com/biz/beatrix-market-depaul-loop-chicago,(312) 583-0598,23 E Jackson Blvd,4.5,43,"$$American (New), Breakfast & Brunch",The Loop,220
Silk Road,https://www.yelp.com/adredir?ad_business_id=VPUiIyXHHTcIs06ca_hRSQ&campaign_id=0SpQcfDpEkY_J6BwWX_dfA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsilk-road-chicago&request_id=b8f0a11e3b748f49&signature=3e028c6e21a3c07c9f0076fe88a04898f82d6ee0ab979f6bf88367cb4986b98a&slot=0,(224) 404-1999,19 S La Salle St,3.5,110,Chinese,The Loop,
Asian Mix Cafe,https://www.yelp.com/adredir?ad_business_id=-yxF5ACcdNxTSuPHorT2PQ&campaign_id=Hn6Tc4-UOXeeD2nyv9Nymg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fasian-mix-cafe-chicago&request_id=a6df9e0845d0a32a&signature=d83bea6b06ecd6a25287d6ae40347de49617acec5a7cc22dee9eedc01b0aac02&slot=0,(773) 857-0989,3945 N Broadway,3.5,127,"Noodles, Bubble Tea, Thai",Wrigleyville,
Sam’s Club,https://www.yelp.com/adredir?ad_business_id=8y6o3W8kz4Q54zH5l7SCAA&campaign_id=HxNRNqi8az5KNkU6kWpO6Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsams-club-cicero&request_id=a6df9e0845d0a32a&signature=708ca5841e56e36c375b74483e1345b14ad0465b1e98d3299726cb3f17d774d8&slot=1,-7619,2601 S Cicero Ave,,Chimney Cakes,,Little Village,
Qiao Lin Hotpot,https://www.yelp.com/biz/qiao-lin-hotpot-chicago-2,(312) 600-9779,2105 S Jefferson St,5,59,"Hot Pot, Chinese",Pilsen,221
Naf Naf Grill,https://www.yelp.com/biz/naf-naf-grill-chicago,(312) 251-9000,309 W Washington St,4,254,"$Middle Eastern, Salad, Falafel",The Loop,222
Lawrence’s Fish & Shrimp,https://www.yelp.com/biz/lawrences-fish-and-shrimp-chicago,(312) 225-2113,2120 S Canal St,3.5,486,"$$Seafood, Fish & Chips, Fast Food",Chinatown,223
The Florentine,https://www.yelp.com/biz/the-florentine-chicago,(312) 660-8866,151 W Adams St,3.5,218,"$$$Italian, Pizza, Sports Bars",The Loop,224
Fred Anderson Park,https://www.yelp.com/biz/fred-anderson-park-chicago,(312) 264-5630,1611 S. Wabash Ave,4.5,28,Dog Parks,Near Southside,225
Farmer’s Fridge,https://www.yelp.com/biz/farmers-fridge-chicago-13,(312) 229-0099,108 N State,4.5,91,"$Salad, Sandwiches",The Loop,226
Roots Handmade Pizza - South Loop,https://www.yelp.com/biz/roots-handmade-pizza-south-loop-chicago,(773) 645-4909,744 S Dearborn,4,86,Pizza,Printer's Row,227
Slurp Slurp,https://www.yelp.com/biz/slurp-slurp-chicago,(312) 982-2969,2247 S Wentworth Ave,3.5,221,$$Chinese,Chinatown,228
Protein Bar,https://www.yelp.com/biz/protein-bar-chicago-3,(312) 265-0532,221 W Washington,4,173,"$American (New), Vegan, Gluten-Free",The Loop,229
The Art of Pizza,https://www.yelp.com/biz/the-art-of-pizza-chicago-3,(312) 877-5335,727 S State St,3.5,112,$Pizza,South Loop,230
Savanna Restaurant,https://www.yelp.com/adredir?ad_business_id=Vxx3lwMeskJ3NWfN38yxjg&campaign_id=yu3SXbcNttqsJv-udjHanA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsavanna-restaurant-chicago&request_id=a6df9e0845d0a32a&signature=657a40061376841a7d3602d980d928b60671fbe629179dda8f9d01992eb92a94&slot=0,(872) 817-7340,4111 N Lincoln Ave,4.5,164,"Breakfast & Brunch, American (New), Coffee & Tea",North Center,
Dickey’s Barbecue Pit,https://www.yelp.com/adredir?ad_business_id=CY-DapvQPbbfdrJ4VD-eag&campaign_id=vN5FkFGer1N6_Ix7jahAZQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdickeys-barbecue-pit-chicago-3&request_id=3362e2f757f79886&signature=5b1fd065080e0e2dccc92d025135c5dc3b51de36166aca70cd504c2c31da90c3&slot=0,(312) 483-3200,850 W Superior St,4,2,"American (Traditional), Barbeque, Chicken Wings",River West,
Momentum Coffee,https://www.yelp.com/adredir?ad_business_id=cPfdJnqq4rR-23aEBc8ZQQ&campaign_id=sIhAEWxb3RtD6dsMCFx8jA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmomentum-coffee-chicago-2&request_id=3362e2f757f79886&signature=ee4a2482a82742a63ed64489f6e777a99fa08f941973d3e75576891ce21e8672&slot=1,(312) 285-2808,2119 S State St,5,11,"Coffee & Tea, Shared Office Spaces",Near Southside,
Paulys Pizzeria,https://www.yelp.com/biz/paulys-pizzeria-chicago-6,(312) 957-1111,719 S State St,3.5,194,$Pizza,South Loop,231
Mary’s Taqueria,https://www.yelp.com/biz/marys-taqueria-chicago,(312) 491-9999,1901 S Canalport Ave,4,132,$Mexican,Pilsen,232
Bellemore,https://www.yelp.com/biz/bellemore-chicago-2,(312) 667-0104,564 W Randolph St,4.5,254,$$$$American (New),West Loop,233
Ping Tom Memorial Park,https://www.yelp.com/biz/ping-tom-memorial-park-chicago,Chinatown,300 W 19th St,4.5,67,Parks,,234
Blackwood BBQ,https://www.yelp.com/biz/blackwood-bbq-chicago-4,(312) 631-3431,28 S Clinton St,4,152,"$Barbeque, Salad, American (Traditional)",West Loop,235
The Happy Lobster,https://www.yelp.com/biz/the-happy-lobster-chicago,West Loop,131 N Clinton St,4.5,182,"$$Seafood, Food Trucks",,236
Chick-fil-A,https://www.yelp.com/biz/chick-fil-a-chicago-2,(312) 419-1522,177 N State St,4,209,$Fast Food,The Loop,237
Open House Chicago,https://www.yelp.com/biz/open-house-chicago-chicago,(312) 922-3432,224 S Michigan Ave,5,22,Landmarks & Historical Buildings,The Loop,238
Capriotti’s Sandwich Shop,https://www.yelp.com/biz/capriottis-sandwich-shop-chicago,(312) 344-1695,174 N Wabash Ave,4,168,$Sandwiches,The Loop,239
Intelligentsia Coffee - Temp. CLOSED,https://www.yelp.com/biz/intelligentsia-coffee-chicago-8,(312) 253-0594,53 W Jackson Blvd,4,1165,$$Coffee & Tea,The Loop,240
Ice Max,https://www.yelp.com/adredir?ad_business_id=Z78_dJShHBsfnK2nGK03Sw&campaign_id=pFbuG-Prkvaq9TCv0nD0_g&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fice-max-chicago&request_id=3362e2f757f79886&signature=feb70089f85456fa471204c8d6d17c2302cb596bdbe4a69d89595dde3359fc99&slot=0,(312) 265-1769,2227 S Wentworth Ave,4,146,"Ice Cream & Frozen Yogurt, Creperies, Desserts",Chinatown,
Sam’s Club,https://www.yelp.com/adredir?ad_business_id=8y6o3W8kz4Q54zH5l7SCAA&campaign_id=HxNRNqi8az5KNkU6kWpO6Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsams-club-cicero&request_id=ef59e0e75168b007&signature=7f53c3e6766a05374fe71a43f86db72f2a94c877af8645333c710f2fe7a2046b&slot=0,-7619,2601 S Cicero Ave,,International Grocery,,Little Village,
Surf’s Up Old Town,https://www.yelp.com/adredir?ad_business_id=KltiyPc32TjLkksJDS9gLQ&campaign_id=rS1HKkwoNVQgV3Hrs0DJCg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsurf-s-up-old-town-chicago-2&request_id=ef59e0e75168b007&signature=4c97b9b52fba1213c0c8e05b1f0c321824b9fd28146829bab199f9d9afcbddee&slot=1,(312) 600-6147,1143 N Wells St,4,9,"Seafood, Chicken Wings",Near North Side,
Alinea,https://www.yelp.com/biz/alinea-chicago,(312) 867-0110,1723 N Halsted St,4.5,2268,"$$$$American (New), Modern European",Lincoln Park,1
Maple & Ash,https://www.yelp.com/biz/maple-and-ash-chicago,(312) 944-8888,8 W Maple St,4.5,1442,"$$$$Steakhouses, Seafood, Breakfast & Brunch",Near North Side,2
Gibsons Bar & Steakhouse,https://www.yelp.com/biz/gibsons-bar-and-steakhouse-chicago,(312) 266-8999,1028 N Rush St,4,2004,"$$$Steakhouses, Wine Bars",Near North Side,3
Chicago q,https://www.yelp.com/biz/chicago-q-chicago,(312) 642-1160,1160 N Dearborn St,4,1859,"$$Barbeque, Breakfast & Brunch, Venues & Event Spaces",Near North Side,4
Velvet Taco Gold Coast,https://www.yelp.com/biz/velvet-taco-gold-coast-chicago,(312) 763-2654,1110 N State St,4,1513,"$$American (New), Tacos, Breakfast & Brunch",Near North Side,5
The Purple Pig,https://www.yelp.com/biz/the-purple-pig-chicago,(312) 464-1744,444 N Michigan Ave,4,7214,"$$Tapas/Small Plates, Mediterranean, Breakfast & Brunch",Near North Side,6
Lou Malnati’s Pizzeria,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-8,(312) 725-7777,1120 N State St,4,1534,"$$Bars, Pizza, Italian",Near North Side,7
Boka,https://www.yelp.com/biz/boka-chicago,(312) 337-6070,1729 N Halsted St,4.5,1456,$$$American (New),Lincoln Park,8
Topo Gigio Ristorante,https://www.yelp.com/biz/topo-gigio-ristorante-chicago,(312) 266-9355,1516 N Wells St,4,936,$$Italian,Old Town,9
Chicago Pizza And Oven Grinder Company,https://www.yelp.com/biz/chicago-pizza-and-oven-grinder-company-chicago,(773) 248-2570,2121 N Clark St,4,2541,"$$Pizza, Italian, Bars",Lincoln Park,10
Fogo De Chão Brazilian Steakhouse,https://www.yelp.com/adredir?ad_business_id=bhDe42K0zeCuqtrfWOqAZQ&campaign_id=Smd30PfARN1fM7xPgi8leQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffogo-de-ch%25C3%25A3o-brazilian-steakhouse-rosemont-5&request_id=ef59e0e75168b007&signature=6bafa8fa40b5d2ada4568376344b3e7c73a409a77e06f4da4663f6d6325e293b&slot=0,-8724,5460 Park Pl,4,723,"Brazilian, Steakhouses",,
Lucky Bird - Chicago,https://www.yelp.com/adredir?ad_business_id=yngeh8_Z3M0025MtotD_UQ&campaign_id=DkP5Frqwepstb8btI4f5Pg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flucky-bird-chicago-chicago-2&request_id=7b7db51cbc844460&signature=5aae756b68db1e7437a14df287976a10aba1373905f5a4bd915dcd180d5e9699&slot=0,(773) 354-4324,850 W Superior St,3.5,5,Chicken Shop,River West,
Rumi Middle Eastern Grill,https://www.yelp.com/adredir?ad_business_id=o-qsh446uTZ0sbxsiNfQkw&campaign_id=bBu1gVdaFK8wQWPaArOjvg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frumi-middle-eastern-grill-chicago-2&request_id=7b7db51cbc844460&signature=2bae507ade405cb96b0bf6406df31d2d5f50608e789c18bfc0bc7e8d928ed7c1&slot=1,(773) 666-5119,1534 N Milwaukee,4.5,270,Middle Eastern,Wicker Park,
Cafe Ba-Ba-Reeba!,https://www.yelp.com/biz/cafe-ba-ba-reeba-chicago-3,(773) 935-5000,2024 N Halsted St,4,4146,"$$Spanish, Tapas Bars, Venues & Event Spaces",Lincoln Park,11
Quartino Ristorante,https://www.yelp.com/biz/quartino-ristorante-chicago,(312) 698-5000,626 N State St,4,4714,"$$Italian, Wine Bars",Near North Side,12
Portillo’s Hot Dogs,https://www.yelp.com/biz/portillos-hot-dogs-chicago-4,(312) 587-8910,100 W Ontario,4,5617,"$Hot Dogs, Salad, Burgers",River North,13
Lou Malnati’s Pizzeria,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago,(312) 828-9800,439 N Wells St,4,6196,"$$Pizza, Italian, Sandwiches",River North,14
Lincoln Park Zoo,https://www.yelp.com/biz/lincoln-park-zoo-chicago-3,(312) 742-2000,2001 N Clark St,4.5,1281,Zoos,Lincoln Park,15
Zoolights,https://www.yelp.com/biz/zoolights-chicago,,,,,,,
Forastero,https://www.yelp.com/biz/forastero-chicago-2,(312) 265-0322,449 W North Ave,4.5,410,"$Korean, Tacos, Asian Fusion",Old Town,16
Wildberry Pancakes and Cafe,https://www.yelp.com/biz/wildberry-pancakes-and-cafe-chicago-4,(312) 470-0590,196 E Pearson St,4.5,962,$$Pancakes,Streeterville,17
Fogo de Chão,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-chicago-4,(312) 932-9330,661 N La Salle Dr,4,1653,"$$$Brazilian, Steakhouses",River North,18
La Fournette,https://www.yelp.com/biz/la-fournette-chicago-3,(312) 624-9430,1547 N Wells St,4.5,490,"$Breakfast & Brunch, Sandwiches, Coffee & Tea",Old Town,19
3rd Coast Cafe,https://www.yelp.com/biz/3rd-coast-cafe-chicago-3,(312) 649-0730,1260 N Dearborn St,4,631,"$$Breakfast & Brunch, Wine Bars, American (New)",Near North Side,20
Don Pez Fish Tacos,https://www.yelp.com/adredir?ad_business_id=cO0DycIvBZ2Gwk2j2DJAOA&campaign_id=7akXY1URKpqJrDJ9RL2SGA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdon-pez-fish-tacos-chicago&request_id=7b7db51cbc844460&signature=56eb0880fe9093c16b86e35f2349ffc351400e3865281094ccbe314a13e0a44e&slot=0,(630) 882-3082,844 W Armitage Ave,5,8,"Caterers, Food Stands, Tacos",Lincoln Park,
Sam’s Club,https://www.yelp.com/adredir?ad_business_id=8y6o3W8kz4Q54zH5l7SCAA&campaign_id=HxNRNqi8az5KNkU6kWpO6Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsams-club-cicero&request_id=90b98ff47a7b153e&signature=621fea6e424ccc26f1d43d68a39f5e4f2af12d7e46b59430e747888f65a1d7ad&slot=0,-7619,2601 S Cicero Ave,,Herbs & Spices,,Little Village,
Russian Tea Time,https://www.yelp.com/adredir?ad_business_id=ggyXy8tnmWHFh8Wn1feKBw&campaign_id=VGauoIE8f_KbFkLvytdV9w&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frussian-tea-time-chicago&request_id=90b98ff47a7b153e&signature=7c6c406d2e6a35c55817eae2868e2900c9f489c9bfc5e150863968cc7330be79&slot=1,(630) 246-4249,77 E Adams St,4,609,"Russian, Coffee & Tea, Modern European",The Loop,
Alinea,https://www.yelp.com/biz/alinea-chicago,(312) 867-0110,1723 N Halsted St,4.5,2268,"$$$$American (New), Modern European",Lincoln Park,1
Maple & Ash,https://www.yelp.com/biz/maple-and-ash-chicago,(312) 944-8888,8 W Maple St,4.5,1442,"$$$$Steakhouses, Seafood, Breakfast & Brunch",Near North Side,2
Gibsons Bar & Steakhouse,https://www.yelp.com/biz/gibsons-bar-and-steakhouse-chicago,(312) 266-8999,1028 N Rush St,4,2004,"$$$Steakhouses, Wine Bars",Near North Side,3
Chicago q,https://www.yelp.com/biz/chicago-q-chicago,(312) 642-1160,1160 N Dearborn St,4,1859,"$$Barbeque, Breakfast & Brunch, Venues & Event Spaces",Near North Side,4
Velvet Taco Gold Coast,https://www.yelp.com/biz/velvet-taco-gold-coast-chicago,(312) 763-2654,1110 N State St,4,1513,"$$American (New), Tacos, Breakfast & Brunch",Near North Side,5
The Purple Pig,https://www.yelp.com/biz/the-purple-pig-chicago,(312) 464-1744,444 N Michigan Ave,4,7214,"$$Tapas/Small Plates, Mediterranean, Breakfast & Brunch",Near North Side,6
Lou Malnati’s Pizzeria,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago-8,(312) 725-7777,1120 N State St,4,1534,"$$Bars, Pizza, Italian",Near North Side,7
Boka,https://www.yelp.com/biz/boka-chicago,(312) 337-6070,1729 N Halsted St,4.5,1456,$$$American (New),Lincoln Park,8
Topo Gigio Ristorante,https://www.yelp.com/biz/topo-gigio-ristorante-chicago,(312) 266-9355,1516 N Wells St,4,936,$$Italian,Old Town,9
Chicago Pizza And Oven Grinder Company,https://www.yelp.com/biz/chicago-pizza-and-oven-grinder-company-chicago,(773) 248-2570,2121 N Clark St,4,2541,"$$Pizza, Italian, Bars",Lincoln Park,10
Mycha,https://www.yelp.com/adredir?ad_business_id=7h3NRC53zt4llWs7Jag7sg&campaign_id=eBSAbmNQ-Ha_79SXuyp6uQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmycha-chicago-2&request_id=90b98ff47a7b153e&signature=71c89d0ca1cd6a251b10e52eeb520bcb8836608d25718dbbc20a2223fdd58ad6&slot=0,(847) 260-8387,108 N State St,4.5,2,"Bubble Tea, Coffee & Tea",The Loop,
Sam’s Club,https://www.yelp.com/adredir?ad_business_id=8y6o3W8kz4Q54zH5l7SCAA&campaign_id=HxNRNqi8az5KNkU6kWpO6Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsams-club-cicero&request_id=27b777df484bcb17&signature=820b3aef34474417b929ff9ba91b763c1118dbd5ee057ec76981c6fe1f06f567&slot=0,-7619,2601 S Cicero Ave,,Popcorn Shops,,Little Village,
Mycha,https://www.yelp.com/adredir?ad_business_id=7h3NRC53zt4llWs7Jag7sg&campaign_id=eBSAbmNQ-Ha_79SXuyp6uQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmycha-chicago-2&request_id=27b777df484bcb17&signature=448a3ccecc06ec978208ea0cad213992ed80374b3df77f24b4d78e097c0e6fe9&slot=1,(847) 260-8387,108 N State St,4.5,2,"Coffee & Tea, Bubble Tea",The Loop,
BIG & little’s Restaurant,https://www.yelp.com/biz/big-and-littles-restaurant-chicago-3,(312) 943-0000,860 N Orleans St,4,1200,"$$Fish & Chips, Seafood, Burgers",Near North Side,21
Happy Camper - Old Town,https://www.yelp.com/biz/happy-camper-old-town-chicago,(312) 344-1634,1209 N Wells St,4,617,"$$Pizza, Breakfast & Brunch, Cocktail Bars",Old Town,22
"Joe’s Seafood, Prime Steak & Stone Crab",https://www.yelp.com/biz/joes-seafood-prime-steak-and-stone-crab-chicago,(312) 379-5637,60 E Grand Ave,4.5,2491,"$$$Seafood, Steakhouses",Near North Side,23
Bavette’s Bar & Boeuf,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago,(312) 624-8154,218 W Kinzie St,4.5,2397,"$$$Steakhouses, Seafood, Bars",River North,24
The Signature Room at the 95th,https://www.yelp.com/biz/the-signature-room-at-the-95th-chicago-4,(312) 787-9596,875 N Michigan Ave,3.5,3245,$$$Lounges,Streeterville,25
Jeni’s Splendid Ice Creams,https://www.yelp.com/biz/jenis-splendid-ice-creams-chicago-7,(312) 877-5880,1419 N Wells St 2S,4.5,210,$$Ice Cream & Frozen Yogurt,Old Town,26
Hugo’s Frog Bar & Fish House,https://www.yelp.com/biz/hugos-frog-bar-and-fish-house-chicago,(312) 640-0999,1024 North Rush,4,1000,"$$$Seafood, Steakhouses, Wine Bars",Near North Side,27
Xoco,https://www.yelp.com/biz/xoco-chicago,(312) 723-2131,449 N Clark St,4,3625,"$$Mexican, Breakfast & Brunch, Sandwiches",Near North Side,28
Doc B’s Restaurant + Bar,https://www.yelp.com/biz/doc-bs-restaurant-bar-chicago-3,(312) 626-1300,100 E Walton St,4.5,784,"$$American (New), Bars",Near North Side,29
Twin Anchors Restaurant & Tavern,https://www.yelp.com/biz/twin-anchors-restaurant-and-tavern-chicago,(312) 266-1616,1655 N Sedgwick St,4,830,"$$American (Traditional), Barbeque, Cocktail Bars",Lincoln Park,30
Cloud Cookie,https://www.yelp.com/adredir?ad_business_id=a_ZQurWPNNgd2_D3p04I1g&campaign_id=sS3My007-JrXv2QHNGq2fg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcloud-cookie-chicago&request_id=27b777df484bcb17&signature=92d725c478d371b7030a0d7d5adefeb48bf1d7da9bc389beee468fa05d48df27&slot=0,Wrigleyville,3809 N Clark St,5,3,Desserts,,
Starbucks,https://www.yelp.com/adredir?ad_business_id=Oh0KMDtiYbThvpQyjN5R9w&campaign_id=LMuwrIxqKMpsJpHEw3egEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-chicago-352&request_id=3f2aabdd31684cb2&signature=ab4df3f4389499f13469025f53ab65e4029f6990b96c45d64bbbd59904ef9fab&slot=0,(312) 643-0599,1230 North Wells St,,Coffee & Tea,,Old Town,
Sam’s Club,https://www.yelp.com/adredir?ad_business_id=8y6o3W8kz4Q54zH5l7SCAA&campaign_id=HxNRNqi8az5KNkU6kWpO6Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsams-club-cicero&request_id=3f2aabdd31684cb2&signature=60cc95847045466a59b10b1d65503dcd698c397897d064974567583519004043&slot=1,-7619,2601 S Cicero Ave,,Convenience Stores,,Little Village,
RPM Italian,https://www.yelp.com/biz/rpm-italian-chicago,(312) 222-1888,52 W Illinois St,4,3139,$$$Italian,Near North Side,31
Le Colonial Chicago,https://www.yelp.com/biz/le-colonial-chicago-chicago-2,(312) 255-0088,57 E Oak St,4,1270,"$$$Vietnamese, French, Tapas/Small Plates",Near North Side,32
Giordano’s,https://www.yelp.com/biz/giordanos-chicago-9,(312) 951-0747,730 N Rush St,3.5,2698,"$$Pizza, Salad, Italian",Near North Side,33
Iberico Express,https://www.yelp.com/biz/iberico-express-chicago,(312) 573-1510,737 N Lasalle Blvd,3.5,2075,"$$Spanish, Tapas Bars",River North,34
Three Dots and a Dash,https://www.yelp.com/biz/three-dots-and-a-dash-chicago,(312) 610-4220,435 N Clark St,4,3269,"$$Asian Fusion, Tiki Bars",Near North Side,35
Eataly Chicago,https://www.yelp.com/biz/eataly-chicago-chicago-6,(312) 521-8700,43 E Ohio St,4,3746,"$$Specialty Food, Pizza, Italian",Near North Side,36
See businesses,https://www.yelp.com/search?cntrid=t2nXebM7aqTj_qq6saZ89g&l=g%3A-87.6551791495%2C41.8632267219%2C-87.5973424396%2C41.9214441441,,,,,,,
Small Cheval - Wells,https://www.yelp.com/biz/small-cheval-wells-chicago,(312) 243-9712,1345 N Wells St,4.5,257,$$Burgers,Old Town,37
Hendrickx Belgian Bread Crafter,https://www.yelp.com/biz/hendrickx-belgian-bread-crafter-chicago,(312) 649-6717,100 E Walton St,4.5,538,"$$Bakeries, Coffee & Tea",Near North Side,38
Sprinkles Chicago,https://www.yelp.com/biz/sprinkles-chicago-chicago,(312) 573-1600,50 East Walton St,4,1053,$$Bakeries,Near North Side,39
Beatrix,https://www.yelp.com/biz/beatrix-chicago-10,(312) 284-1377,519 N Clark St,4,1948,"$$American (New), Breakfast & Brunch",Near North Side,40
Momentum Coffee,https://www.yelp.com/adredir?ad_business_id=cPfdJnqq4rR-23aEBc8ZQQ&campaign_id=sIhAEWxb3RtD6dsMCFx8jA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmomentum-coffee-chicago-2&request_id=3f2aabdd31684cb2&signature=81463187e9de56c50e44829421a12edce0bd329a7b92cebc7550ab32e0a157fa&slot=0,(312) 285-2808,2119 S State St,5,11,"Coffee & Tea, Shared Office Spaces",Near Southside,
Amazon Go,https://www.yelp.com/adredir?ad_business_id=AOSP1H9_-nzhSPXc6Z_rfA&campaign_id=Bp2ix_Xaa2-ym2LYHrz3rg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Famazon-go-chicago-20&request_id=948b94a061355916&signature=fbde5e5a467d575cf9208027b0e33787bccce4ff3a88d5eb9c8aad16c0b8cae7&slot=0,-5498,600 W Chicago,,Sandwiches,,Near North Side,
Surf’s Up Old Town,https://www.yelp.com/adredir?ad_business_id=KltiyPc32TjLkksJDS9gLQ&campaign_id=l62dHR0ysh_HIlgS8K3sNw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsurf-s-up-old-town-chicago-2&request_id=948b94a061355916&signature=c120225b804e080c143ca6be728dc249dabaeccede01812ccbb949119b3cb261&slot=1,(312) 600-6147,1143 N Wells St,4,9,"Chicken Wings, Seafood",Near North Side,
Geja’s Cafe,https://www.yelp.com/biz/gejas-cafe-chicago,(773) 281-9101,340 W Armitage Ave,4,1425,"$$$Fondue, Wine Bars",Lincoln Park,41
Old Jerusalem,https://www.yelp.com/biz/old-jerusalem-chicago,(312) 944-0459,1411 N Wells St,4,388,$$Middle Eastern,Old Town,42
Nico Osteria,https://www.yelp.com/biz/nico-osteria-chicago,(312) 994-7100,1015 N Rush St,4,790,"$$$Italian, Breakfast & Brunch",Near North Side,43
Nookies Old Town,https://www.yelp.com/biz/nookies-old-town-chicago-2,(312) 337-2454,1746 N Wells St,4,696,"$$Breakfast & Brunch, American (Traditional), Diners",Lincoln Park,44
Sunda Chicago,https://www.yelp.com/biz/sunda-chicago-chicago,(312) 644-0500,110 W Illinois St,4,2830,"$$$Asian Fusion, Sushi Bars, Japanese",River North,45
Eduardo’s Enoteca,https://www.yelp.com/biz/eduardos-enoteca-chicago,(312) 337-4490,1212 N Dearborn St,4,384,"$$Italian, Bars",Near North Side,46
