business_name,rating,review_count,price_range,category,michelin_star,region,michelin_guide
Fry The Coop,4.5,93,$$,"['American (Traditional)', 'Waffles', 'Sandwiches']",0,Chicago,0
Flat & Point,4.0,98,,['American (New)'],0,Chicago,1
Barangaroos Aussie Pies,4.5,55,,['Australian'],0,Chicago,0
Nando’s Peri-Peri,3.5,138,$$,"['South African', 'Chicken Shop', 'Portuguese']",0,Chicago,0
Hawaiian Bros,4.5,20,,['Hawaiian'],0,Chicago,0
Volare Ristorante Italiano,4.0,2120,$$,['Italian'],0,Chicago,0
Tempesta Market,4.5,193,$$,"['International Grocery', 'Meat Shops', 'Delis']",0,Chicago,0
Galit,4.0,196,$$,"['Mediterranean', 'Middle Eastern', 'Vegetarian']",0,Chicago,0
Brown Bag Seafood,4.0,115,$$,"['Seafood', 'Salad', 'Sandwiches']",0,Chicago,0
Takorea Cocina,4.5,93,$,"['Korean', 'Tacos']",0,Chicago,0
Silli Kori,4.5,257,$$,"['Thai', 'Asian Fusion']",0,Chicago,0
River Roast,4.0,948,$$,"['American (Traditional)', 'Gastropubs']",0,Chicago,0
En Hakkore 2.0,4.5,462,$$,"['Asian Fusion', 'Poke', 'Sushi Bars']",0,Chicago,0
Marz Community Brewing,4.5,119,$$,"['Breweries', 'American (New)']",0,Chicago,0
Three Wheels Noodle,4.5,116,$$,['Thai'],0,Chicago,0
The Gundis,4.5,414,$$,"['Mediterranean', 'Middle Eastern']",0,Chicago,0
Roost Chicken & Biscuits,4.0,760,$$,"['Southern', 'Desserts', 'American (Traditional)']",0,Chicago,0
Luna Empanada Shop,5.0,210,$$,"['Sandwiches', 'Colombian', 'Empanadas']",0,Chicago,0
Athena Greek Restaurant,3.5,762,$$,"['Greek', 'Mediterranean']",0,Chicago,0
Sea & Olive,4.0,48,,"['Mediterranean', 'Greek', 'Cocktail Bars']",0,Chicago,0
Phodega,4.5,86,$$,"['Vietnamese', 'Hainan', 'Noodles']",0,Chicago,0
La Taberna Tapas,3.5,267,$$,"['Spanish', 'Tapas Bars']",0,Chicago,0
Naf Naf Grill,4.0,524,$,"['Middle Eastern', 'Falafel', 'Salad']",0,Chicago,0
Kai Sushi,4.0,636,$$,"['Sushi Bars', 'Japanese']",0,Chicago,0
Kuma’s Corner - Belmont,4.0,5052,$$,"['Burgers', 'American (Traditional)', 'Cocktail Bars']",0,Chicago,0
RPM Italian,4.0,3131,$$$,['Italian'],0,Chicago,0
Papa’s Cache Sabroso,4.0,527,$$,"['Latin American', 'Puerto Rican', 'Chicken Shop']",0,Chicago,0
Crave Kabob,4.5,256,$$,"['Mediterranean', 'Middle Eastern']",0,Chicago,0
Kimchi Pop,4.5,145,$$,['Korean'],0,Chicago,0
Kabobchi,4.5,72,,['Mediterranean'],0,Chicago,0
Pl-zen,4.0,380,$$,['Gastropubs'],0,Chicago,0
Gus’s World Famous Fried Chicken,4.0,684,$$,"['Chicken Shop', 'Southern', 'Comfort Food']",0,Chicago,0
Rica Arepa,4.5,126,$,['Venezuelan'],0,Chicago,0
Sushi Taku,4.5,730,$$,"['Japanese', 'Sushi Bars']",0,Chicago,0
Honey Butter Fried Chicken,4.0,1975,$$,"['Chicken Shop', 'Fast Food', 'Breakfast & Brunch']",0,Chicago,0
Bavette’s Bar & Boeuf,4.5,2394,$$$,"['Steakhouses', 'Seafood', 'Bars']",0,Chicago,1
Lowcountry Lakeview,4.5,624,$$,"['Cajun/Creole', 'Seafood', 'Desserts']",0,Chicago,0
Evette’s,4.5,19,,"['Mediterranean', 'Tacos']",0,Chicago,0
Uproar,5.0,10,,['American (New)'],0,Chicago,0
Kasama,4.5,42,,"['Filipino', 'Bakeries', 'American (New)']",0,Chicago,0
Bienmesabe,4.5,146,$$,['Venezuelan'],0,Chicago,0
Ali Baba Doner,5.0,133,$$,"['Turkish', 'German']",0,Chicago,0
Tanta,4.0,1188,$$$,"['Peruvian', 'Bars']",0,Chicago,0
Boqueria - Fulton Market,4.5,112,$$$,"['Spanish', 'Tapas Bars', 'Wine Bars']",0,Chicago,0
Humboldt Haus Sandwich Bar,4.5,201,$,"['Sandwiches', 'Sports Bars']",0,Chicago,0
Butcher & The Burger,4.0,1039,$$,"['Burgers', 'Breakfast & Brunch']",0,Chicago,0
World Nutrition Smoothie and Juice Bar,5.0,1,,"['Juice Bars & Smoothies', 'Waffles', 'Creperies']",0,Chicago,0
Seoul Taco,4.0,712,$,"['Korean', 'Mexican', 'Asian Fusion']",0,Chicago,0
Gemini,4.0,503,$$,"['American (New)', 'Bars']",0,Chicago,0
Kabobi Grill,4.5,714,$$,"['Mediterranean', 'Persian/Iranian']",0,Chicago,0
Namaste Chicago,4.5,44,$$,"['Indian', 'Himalayan/Nepalese']",0,Chicago,0
AO Hawaiian Hideout,4.0,443,$$,"['Asian Fusion', 'Hawaiian', 'Music Venues']",0,Chicago,0
Brazilian Bowl,4.0,487,$,['Brazilian'],0,Chicago,0
Bixi Beer,4.0,288,$$,"['Asian Fusion', 'Brewpubs']",0,Chicago,0
Kubo Chicago,4.5,151,$$,"['Filipino', 'American (New)', 'Cocktail Bars']",0,Chicago,0
Chengdu Aroma,4.5,66,$$,"['Szechuan', 'Hot Pot']",0,Chicago,0
jeong,4.5,100,,"['Korean', 'American (New)']",0,Chicago,0
BIG & little’s Restaurant,4.0,402,$,"['Seafood', 'Burgers', 'Fish & Chips']",0,Chicago,0
Crosby’s Kitchen,4.0,808,$$,"['American (Traditional)', 'Bars', 'Venues & Event Spaces']",0,Chicago,0
Noon O Kabab,4.0,1065,$$,"['Persian/Iranian', 'Mediterranean']",0,Chicago,0
Lucy’s,4.5,120,$$,['American (Traditional)'],0,Chicago,0
Tortello,4.5,190,$$,"['Pasta Shops', 'Italian']",0,Chicago,0
Pleasant House Pub,4.5,791,$$,"['British', 'Pubs', 'Breakfast & Brunch']",0,Chicago,1
Opart Thai House,4.0,326,$$,['Thai'],0,Chicago,0
La Nonna,4.5,313,$$,"['Argentine', 'Italian']",0,Chicago,0
Cleo’s Southern Cuisine,4.5,55,,"['Southern', 'Personal Chefs', 'Caterers']",0,Chicago,0
Smoke Daddy,4.0,1270,$$,"['Barbeque', 'Music Venues']",0,Chicago,0
Nando’s PERi-PERi,4.0,253,$$,"['Chicken Shop', 'Portuguese', 'South African']",0,Chicago,0
Avli - River North,4.0,99,,"['Greek', 'Tapas/Small Plates']",0,Chicago,0
Caspian Kabab Fine Persian Cuisine,4.5,126,$,"['Persian/Iranian', 'Seafood', 'Middle Eastern']",0,Chicago,0
JIAO by Qing Xiang Yuan Dumplings,4.0,111,$$,['Chinese'],0,Chicago,0
Chiya Chai Cafe,4.0,430,$$,"['Coffee & Tea', 'Food Stands']",0,Chicago,0
SoJu BBQ,4.5,120,$$,"['Korean', 'Asian Fusion', 'Chicken Wings']",0,Chicago,0
Joy Yee Noodle,3.5,1629,$$,"['Noodles', 'Pan Asian']",0,Chicago,0
Gibsons Bar & Steakhouse,4.0,1999,$$$,"['Steakhouses', 'Wine Bars']",0,Chicago,0
Feed,4.0,616,$,"['Southern', 'Breakfast & Brunch', 'Diners']",0,Chicago,0
Chicago Taco Authority,4.5,286,$,['Tacos'],0,Chicago,0
Mogadishu Restaurant,4.5,119,$,['African'],0,Chicago,0
Gyu-Kaku Japanese BBQ,4.0,1639,$$,"['Japanese', 'Barbeque', 'Asian Fusion']",0,Chicago,0
Bárbaro Taquería,4.5,65,$$,"['Mexican', 'Cocktail Bars']",0,Chicago,0
JT’s Genuine Sandwich Shop,4.5,81,$$,['Sandwiches'],0,Chicago,0
La Sandwichera,5.0,3,,['Sandwiches'],0,Chicago,0
Beacon Doughnuts,5.0,55,,"['Donuts', 'Vegan']",0,Chicago,0
Daisies,4.5,269,$$,"['Pasta Shops', 'American (New)', 'Cocktail Bars']",0,Chicago,1
Bao Bing,4.0,35,$$,['Taiwanese'],0,Chicago,0
Duck Duck Goat,4.0,1396,$$$,['Chinese'],0,Chicago,0
Cuba 312,4.5,313,$$,"['Caribbean', 'Cuban']",0,Chicago,0
Pub Royale,4.0,416,$$,"['Pubs', 'British', 'Indian']",0,Chicago,0
MingHin Cuisine,4.0,863,$$,"['Dim Sum', 'Cantonese', 'Asian Fusion']",0,Chicago,0
All Together Now,4.5,68,$$,"['Specialty Food', 'American (New)', 'Beer', 'Wine & Spirits']",0,Chicago,0
Fajita Factory,4.0,59,,['Latin American'],0,Chicago,0
Antique Taco,4.0,1258,$$,"['Mexican', 'Venues & Event Spaces']",0,Chicago,0
Nando’s Peri-Peri,4.0,583,$$,"['South African', 'Portuguese', 'Chicken Shop']",0,Chicago,0
Bar Siena,4.0,1516,$$,"['Italian', 'American (Traditional)', 'Bars']",0,Chicago,0
Beyond Rice,5.0,8,,"['Korean', 'Pop-Up Restaurants']",0,Chicago,0
Same Same,4.5,103,$$,"['Thai', 'Cocktail Bars']",0,Chicago,0
Fish Bar,4.0,949,$$,['Seafood'],0,Chicago,0
El Habanero,4.5,463,$$,['Mexican'],0,Chicago,0
The Fat Shallot - Lincoln Park,4.5,89,$$,"['Food Trucks', 'Sandwiches', 'Caterers']",0,Chicago,0
Antico,4.5,223,$$$,['Italian'],0,Chicago,0
Cedar Palace,5.0,246,$$,"['Lebanese', 'Falafel']",0,Chicago,0
Dog Haus Biergarten,4.5,202,$,"['Burgers', 'Hot Dogs', 'Beer Bar']",0,Chicago,0
Little Madrid Tapas Cafe,4.5,35,,"['Spanish', 'Cafes']",0,Chicago,0
The Little Pickle,5.0,67,$,['Sandwiches'],0,Chicago,0
Owen & Engine,4.0,1113,$$,"['Gastropubs', 'British']",0,Chicago,0
Ms. T’s Southern Fried Chicken,4.5,289,$,"['Southern', 'Chicken Shop']",0,Chicago,0
Monteverde,4.5,846,$$$,"['Italian', 'Desserts', 'Wine Bars']",0,Chicago,1
Chilango Mexican Street Food,4.5,532,$,['Mexican'],0,Chicago,0
Il Porcellino,4.5,890,$$,"['Italian', 'Bars', 'Salad']",0,Chicago,0
Pokiology,4.5,217,$$,"['Poke', 'Asian Fusion']",0,Chicago,0
Prime & Provisions,4.5,1165,$$$$,"['American (Traditional)', 'Seafood', 'Steakhouses']",0,Chicago,1
Handlebar,4.0,1481,$$,"['Vegetarian', 'Bars', 'Vegan']",0,Chicago,0
1492 Cuban Fusion,4.5,179,$$,['Cuban'],0,Chicago,0
En Hakkore,4.5,713,$$,"['Korean', 'Tacos']",0,Chicago,1
Bluebird,4.0,280,$$,"['Sandwiches', 'Burgers', 'Salad']",0,Chicago,0
Hello Jasmine,4.5,226,$$,"['Taiwanese', 'Bubble Tea', 'Juice Bars & Smoothies']",0,Chicago,0
Sticky Rice,4.0,861,$$,['Thai'],0,Chicago,1
Bolivar & Lincoln Venezuelan Cafe,5.0,55,,"['Cafes', 'Venezuelan']",0,Chicago,0
Scofflaw,4.5,756,$$,"['American (New)', 'Cocktail Bars']",0,Chicago,0
The Publican,4.0,3203,$$$,"['American (New)', 'Breakfast & Brunch', 'Diners']",0,Chicago,1
Mini Mott,4.0,202,$$,"['Burgers', 'Chicken Wings']",0,Chicago,0
Ramen Wasabi,4.0,1875,$$,"['Ramen', 'Tapas/Small Plates', 'Izakaya']",0,Chicago,1
Bill Kim Asian Comfort Food,4.5,6,,"['Korean', 'Asian Fusion']",0,Chicago,0
Eleven | Eleven,4.0,104,$$,"['American (New)', 'Wine Bars', 'Cocktail Bars']",0,Chicago,0
Moti Cafe,4.5,138,$$,"['Indian', 'Halal']",0,Chicago,0
Park & Field,4.0,568,$$,"['American (New)', 'Sports Bars', 'Tapas/Small Plates']",0,Chicago,0
Takito Kitchen,4.0,568,$$,"['Mexican', 'Latin American', 'Bars']",0,Chicago,0
Bulerias Tapas Bar,4.5,38,,"['Tapas Bars', 'Tapas/Small Plates', 'Spanish']",0,Chicago,0
Hopleaf,4.0,2086,$$,['Gastropubs'],0,Chicago,1
D Cuisine,4.5,171,$$,"['Dim Sum', 'Cantonese', 'Seafood']",0,Chicago,0
Big Boss Spicy Fried Chicken,4.0,182,,"['Chicken Shop', 'Sandwiches', 'Chicken Wings']",0,Chicago,0
Irazú Costa Rican Restaurant & Catering,4.0,2165,$$,"['Latin American', 'Venues & Event Spaces', 'Empanadas']",0,Chicago,0
Qiao Lin Hotpot,5.0,57,,"['Hot Pot', 'Chinese']",0,Chicago,0
The Pasta Bowl,4.0,944,$$,['Italian'],0,Chicago,0
Folklore Argentine Grill,4.0,712,$$,"['Argentine', 'Steakhouses', 'Comfort Food']",0,Chicago,0
Chicken & Farm Shop,4.0,375,$$,"['American (Traditional)', 'Southern', 'Chicken Shop']",0,Chicago,0
Gather,4.5,854,$$,"['Wine Bars', 'American (New)']",0,Chicago,1
5 Rabanitos Restaurante and Taqueria,4.0,483,$$,['Mexican'],0,Chicago,0
Blue Door Kitchen & Garden,3.5,426,$$,"['American (Traditional)', 'Comfort Food', 'Venues & Event Spaces']",0,Chicago,1
Grandee Cuisine,4.5,290,$$,"['Dim Sum', 'Seafood', 'Cantonese']",0,Chicago,0
Mr Dumpling,4.0,44,,['Chinese'],0,Chicago,0
Piccolo Sogno,4.0,1245,$$$,['Italian'],0,Chicago,0
The Jibarito Stop,4.5,292,$,['Puerto Rican'],0,Chicago,0
Lawrence Fish Market,4.5,921,$$,"['Sushi Bars', 'Seafood']",0,Chicago,0
El Asadero Colombiano,4.5,113,$$,['Colombian'],0,Chicago,0
The Smith,4.0,218,$$,['American (New)'],0,Chicago,0
Joe Willie’s Seafood and Bar,4.0,17,,['Seafood'],0,Chicago,0
Xoco,4.0,3617,$$,"['Mexican', 'Breakfast & Brunch', 'Sandwiches']",0,Chicago,0
"Table, Donkey and Stick",4.0,436,$$,"['Modern European', 'Wine Bars', 'Cocktail Bars']",0,Chicago,1
Philly Bros,4.5,246,$$,"['Halal', 'Cheesesteaks', 'Chicken Wings']",0,Chicago,0
DMK Burger Bar,4.0,1964,$$,['Burgers'],0,Chicago,0
Bari Subs and Italian Foods,4.5,758,$,"['Grocery', 'Delis', 'Sandwiches']",0,Chicago,0
Jibaritos y Más,4.0,359,$,['Puerto Rican'],0,Chicago,0
Kizuki Ramen & Izakaya,4.0,687,$$,"['Ramen', 'Izakaya']",0,Chicago,0
Flat Top Grill,3.5,626,$$,['Asian Fusion'],0,Chicago,0
Wyler Road,4.0,251,$$,"['Sandwiches', 'Beer', 'Wine & Spirits', 'Cafes']",0,Chicago,0
Manny’s Cafeteria and Delicatessen,4.0,1017,$$,"['Delis', 'Breakfast & Brunch', 'Sandwiches']",0,Chicago,0
MingHin Cuisine,4.5,59,$$,"['Dim Sum', 'Cantonese', 'Asian Fusion']",0,Chicago,0
Kim & Carlo’s Hot Dog Stand,4.5,274,$,"['Hot Dogs', 'Food Stands']",0,Chicago,0
Oriole,4.5,307,$$$$,['American (New)'],2,Chicago,1
Mima’s Taste of Cuba,4.0,385,$,"['Cuban', 'Latin American', 'Caribbean']",0,Chicago,0
Luella’s Southern Kitchen,4.0,741,$$,"['Southern', 'Breakfast & Brunch', 'Chicken Shop']",0,Chicago,1
Sir Chicken,5.0,2,,"['Food Delivery Services', 'Chicken Shop']",0,Chicago,0
Burger Bar Chicago - South Loop,4.0,648,$$,"['Burgers', 'Beer Bar']",0,Chicago,0
The Budlong Hot Chicken,4.0,289,$$,"['Southern', 'Chicken Shop', 'American (Traditional)']",0,Chicago,0
Corridor Brewery & Provisions,4.0,417,$$,"['American (New)', 'Breweries']",0,Chicago,0
AVVIO,4.5,28,,"['Italian', 'Salad', 'Soup']",0,Chicago,0
Wok N’ Bao,4.5,19,,['Chinese'],0,Chicago,0
Farm Bar Lakeview,4.0,291,$$,"['Bars', 'American (New)']",0,Chicago,0
Robert Et Fils,5.0,6,,['French'],0,Chicago,0
Old Irving Brewing,4.0,494,$$,"['Breweries', 'American (New)', 'Burgers']",0,Chicago,0
Birria Landia Williamsburg,5.0,13,,"['Food Trucks', 'Tacos']",0,New York City,0
Jacob’s Pickles,4.0,4276,$$,"['Comfort Food', 'Southern', 'American (Traditional)']",0,New York City,0
Amélie,4.5,2693,$$,"['French', 'Wine Bars']",0,New York City,0
The Osprey,4.0,227,$$,['American (New)'],0,New York City,1
Peak,5.0,16,,"['American (New)', 'Cocktail Bars', 'Venues & Event Spaces']",0,New York City,0
Win Son Bakery,4.0,125,$$,"['Bakeries', 'Cafes']",0,New York City,0
Hometown Bar-B-Que,4.0,1405,$$,"['Barbeque', 'Smokehouse']",0,New York City,1
Thai Villa,4.5,3472,$$,"['Thai', 'Asian Fusion']",0,New York City,0
Luke’s Lobster Brooklyn Bridge Park,4.0,341,$$,['Seafood'],0,New York City,0
Kokomo,4.5,169,,['Caribbean'],0,New York City,0
Red Hook Lobster Pound,4.0,1132,$$,['Seafood'],0,New York City,0
Luke’s Lobster FiDi,4.5,1161,$$,['Seafood'],0,New York City,0
Katz’s Delicatessen,4.0,12465,$$,"['Delis', 'Sandwiches', 'Soup']",0,New York City,0
Jacob’s Pickles Time Out Market,4.5,42,$$,"['Comfort Food', 'Southern']",0,New York City,0
Roberta’s,4.5,3,,['Pizza'],0,New York City,0
Joe’s Shanghai,4.0,6240,$$,"['Shanghainese', 'Seafood', 'Noodles']",0,New York City,0
Chama Mama,4.5,323,$$,"['Georgian', 'Wine Bars', 'Cocktail Bars']",0,New York City,1
Pasta Louise,5.0,45,,"['Italian', 'Pasta Shops', 'Sandwiches']",0,New York City,0
Yakiniku West,4.0,697,$$,"['Japanese', 'Barbeque']",0,New York City,0
Ippudo NY,4.0,10008,$$,['Ramen'],0,New York City,0
Juliana’s Pizza,4.5,2241,$$,['Pizza'],0,New York City,0
Oxomoco,4.0,314,$$$,['Mexican'],1,New York City,1
LoveMama,4.5,5133,$$,"['Thai', 'Malaysian', 'Vietnamese']",0,New York City,0
Thai Farm Kitchen Seaport,4.5,51,,['Thai'],0,New York City,0
Whiskey Tavern,4.5,783,$$,"['Whiskey Bars', 'Burgers', 'Chicken Wings']",0,New York City,0
Medusa Greek Taverna,4.5,64,,"['Greek', 'Mediterranean']",0,New York City,0
The Food Sermon Kitchen,4.5,265,$$,['Caribbean'],0,New York City,0
Los Tacos No. 1,4.5,177,$,['Tacos'],0,New York City,0
Sally’s Southern,4.0,42,,"['Southern', 'Cocktail Bars']",0,New York City,0
Upstate Craft Beer & Oyster Bar,4.5,1873,$$,['Seafood'],0,New York City,0
City Vineyard,4.0,921,$$,"['Wine Bars', 'American (New)', 'Venues & Event Spaces']",0,New York City,0
OBAO,4.0,2629,$$,"['Vietnamese', 'Thai', 'Asian Fusion']",0,New York City,0
Aoi Kitchen,4.5,90,$$,"['Izakaya', 'Japanese Curry']",0,New York City,0
Lobster Joint,4.0,661,$$,['Seafood'],0,New York City,0
Fat Choy,5.0,12,,['Chinese'],0,New York City,0
Crab House All You Can Eat Seafood,4.0,111,,"['Buffets', 'Seafood', 'Cajun/Creole']",0,New York City,0
The Halal Guys,4.0,9520,$,"['Food Stands', 'Middle Eastern', 'Halal']",0,New York City,0
Rangoon,4.0,36,,['Burmese'],0,New York City,0
Peaches Low Country Kitchen,5.0,1,,"['Southern', 'Comfort Food', 'Salad']",0,New York City,0
Up Thai,4.5,2353,$$,"['Thai', 'Asian Fusion']",0,New York City,0
Sons of Thunder,4.5,762,$$,"['Hawaiian', 'Hot Dogs', 'Poke']",0,New York City,0
BoCaphe,4.0,1544,$$,"['Vietnamese', 'Breakfast & Brunch', 'French']",0,New York City,0
Bobwhite Counter,4.5,807,$$,"['Southern', 'Comfort Food', 'Beer', 'Wine & Spirits']",0,New York City,0
Eleni’s,4.5,53,,['Greek'],0,New York City,0
Sixth Ward,4.5,11,,['Gastropubs'],0,New York City,0
Huli Huli Hawaiian Rotisserie,4.5,22,,['Hawaiian'],0,New York City,0
Pastis,4.0,198,$$$,['French'],0,New York City,1
The Smith,4.0,2673,$$,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",0,New York City,0
Sea Wolf - Bushwick,4.0,499,$$,"['Cocktail Bars', 'Seafood', 'American (Traditional)']",0,New York City,0
Farida Central Asian Cuisine & Grill,4.0,335,$$,"['Uzbek', 'Russian', 'Halal']",0,New York City,0
Kopitiam,4.0,672,$$,"['Malaysian', 'Singaporean']",0,New York City,0
Tradisyon,4.5,79,,"['Filipino', 'Comfort Food']",0,New York City,0
Birria-Landia,4.5,241,$,"['Food Trucks', 'Tacos']",0,New York City,0
Amy Ruth’s,4.0,2647,$$,"['Southern', 'Soul Food']",0,New York City,0
Defontes,4.5,348,$$,['Sandwiches'],0,New York City,0
Cafe Mogador,4.5,1181,$$,"['Moroccan', 'Breakfast & Brunch', 'Mediterranean']",0,New York City,0
Win Son,4.0,498,$$,"['Taiwanese', 'American (New)', 'Asian Fusion']",0,New York City,1
NAYA,4.5,147,$,"['Lebanese', 'Mediterranean']",0,New York City,0
Saigon Social,4.5,57,,['Vietnamese'],0,New York City,0
SriPraPhai Thai Restaurant,4.0,2364,$$,['Thai'],0,New York City,0
Westville Dumbo,4.0,309,$$,"['American (New)', 'Comfort Food']",0,New York City,0
Yoon Haeundae Galbi,4.5,462,$$$,"['Korean', 'Barbeque', 'Steakhouses']",0,New York City,0
Soco,4.0,2162,$$,"['Cajun/Creole', 'Barbeque', 'Soul Food']",0,New York City,0
Forma Pasta Factory,4.5,217,$$,"['Pasta Shops', 'Italian', 'Salad']",0,New York City,0
Traif,4.5,1873,$$$,"['American (New)', 'Tapas/Small Plates']",0,New York City,0
Claw Daddy’s,4.0,490,$$,"['Cajun/Creole', 'Seafood']",0,New York City,0
Woorijip,4.0,2646,$,['Korean'],0,New York City,0
Xiang Hotpot-Brooklyn,4.0,118,$$$,"['Chinese', 'Hot Pot']",0,New York City,0
Madre,5.0,66,$$$,['American (New)'],0,New York City,0
Merchants River House,4.0,488,$$,['American (New)'],0,New York City,0
Paesano of Mulberry Street,4.0,960,$$,"['Italian', 'Salad', 'Seafood']",0,New York City,0
Burger & Lobster - Flatiron NYC,4.0,5452,$$,"['Seafood', 'Burgers', 'American (New)']",0,New York City,0
Bogota Latin Bistro,4.0,2244,$$,"['Gluten-Free', 'Colombian']",0,New York City,0
Amy Thai Bistro,4.5,120,$$,['Thai'],0,New York City,0
Sushi Lab Rooftop NYC,4.5,86,,"['Japanese', 'Sushi Bars', 'Tapas/Small Plates']",0,New York City,0
Peter Luger,4.0,5800,$$$$,['Steakhouses'],0,New York City,1
Don Wagyu,4.0,53,,['Japanese'],0,New York City,0
Celestine,4.0,228,$$$,"['Mediterranean', 'Bars']",0,New York City,1
Thursday Kitchen,4.5,1352,$$,"['Korean', 'American (New)', 'Tapas/Small Plates']",0,New York City,0
Hao Noodle - West Village,4.0,755,$$,"['Chinese', 'Noodles']",0,New York City,0
Le Crocodile,4.5,58,,"['French', 'Wine Bars', 'Cocktail Bars']",0,New York City,0
Ñaño Ecuadorian Kitchen,4.5,560,$$,"['Latin American', 'Bars']",0,New York City,0
Rice kitchen,5.0,34,,"['Korean', 'Barbeque']",0,New York City,0
Time Out Market New York,3.5,247,$$,['Food Court'],0,New York City,0
Hao Noodle Chelsea,4.5,414,$$,"['Chinese', 'Barbeque', 'Noodles']",0,New York City,0
Kogane Ramen,4.0,345,$$,['Ramen'],0,New York City,0
Peaches HotHouse,4.0,1204,$$,"['Southern', 'American (Traditional)', 'Bars']",0,New York City,0
MONOMONO,4.0,479,$$,"['Korean', 'Jazz & Blues', 'Asian Fusion']",0,New York City,0
Isabelle’s Osteria,5.0,4,,"['Italian', 'Mediterranean']",0,New York City,0
Mable’s Smokehouse & Banquet Hall,4.0,862,$$,"['Barbeque', 'Bars', 'American (Traditional)']",0,New York City,0
Bunna Cafe,4.5,634,$$,"['Ethiopian', 'Vegan', 'African']",0,New York City,0
Suzume,4.0,305,$$,"['Filipino', 'Ramen', 'Hawaiian']",0,New York City,0
Cecconi’s Dumbo,3.5,732,$$$,['Italian'],0,New York City,0
JeJu Noodle Bar,4.5,600,$$,"['Korean', 'Noodles']",0,New York City,0
Buvette,4.0,1758,$$,"['French', 'Wine Bars', 'Cocktail Bars']",0,New York City,1
Karczma,4.5,587,$$,['Polish'],0,New York City,0
Maison Sun,5.0,3,,"['Japanese', 'French', 'Seafood']",0,New York City,0
Alta,4.0,1911,$$$,"['Tapas Bars', 'Mediterranean', 'Spanish']",0,New York City,0
Sakib,4.0,28,,['Mediterranean'],0,New York City,0
Katsu-Hama,4.0,1332,$$,['Japanese'],0,New York City,0
Carmine’s Italian Restaurant - Times Square,4.0,3778,$$,"['Italian', 'Caterers', 'Venues & Event Spaces']",0,New York City,0
Very Fresh Noodles,4.5,1014,$$,"['Taiwanese', 'Chinese', 'Noodles']",0,New York City,0
Cheeseboat,4.0,410,$$,['Georgian'],0,New York City,0
The Horny Ram,4.0,499,$$,"['American (New)', 'Venues & Event Spaces', 'Gastropubs']",0,New York City,0
Eataly Flatiron,4.0,5638,$$,"['Italian', 'Grocery', 'Cafes']",0,New York City,0
Jongro BBQ,4.0,1987,$$,"['Korean', 'Barbeque', 'Beer Bar']",0,New York City,0
The Tang - Upper West Side,4.5,214,$$,"['Chinese', 'Noodles', 'Taiwanese']",0,New York City,0
The Brooklyn Tree,4.5,162,$$,"['American (Traditional)', 'Comfort Food']",0,New York City,0
RH Rooftop Restaurant New York,4.0,345,,"['American (Traditional)', 'Wine Bars']",0,New York City,0
High Lúa Vietnamese Kitchen,4.5,150,$$,['Vietnamese'],0,New York City,0
Mission Ceviche,4.5,194,$$$,['Peruvian'],0,New York City,0
Guevara’s,4.5,31,,['Vegan'],0,New York City,0
Peaches Shrimp and Crab,4.0,324,$$,"['Seafood', 'American (New)', 'Southern']",0,New York City,0
Red Hook Tavern,4.0,68,,"['American (Traditional)', 'Bars']",0,New York City,0
Rasa,4.0,732,$$,"['Malaysian', 'Thai', 'Halal']",0,New York City,1
The Alcove,5.0,894,$$,"['Gastropubs', 'Tapas Bars', 'Breakfast & Brunch']",0,New York City,0
Let’s Meat,4.0,1084,$$$,"['Korean', 'Barbeque']",0,New York City,0
Mercado Little Spain,3.5,361,$$,['Spanish'],0,New York City,0
Empanada Mama - Hell’s Kitchen,4.0,2499,$,"['Latin American', 'Food Delivery Services', 'Burgers']",0,New York City,0
Anita Gelato,4.5,67,,"['Gelato', 'Waffles', 'Ice Cream & Frozen Yogurt']",0,New York City,0
Otis,5.0,322,$$,"['American (New)', 'Cocktail Bars']",0,New York City,0
Shuka,4.0,493,$$,"['Mediterranean', 'Cocktail Bars']",0,New York City,1
Da Andrea,4.0,781,$$,['Tuscan'],0,New York City,0
Aunts et Uncles,5.0,12,,['Cafes'],0,New York City,0
Boqueria West 40th St,4.0,421,$$,"['Tapas/Small Plates', 'Spanish', 'Tapas Bars']",0,New York City,0
Boqueria Soho,4.0,1025,$$,"['Spanish', 'Tapas Bars', 'Tapas/Small Plates']",0,New York City,0
Boqueria,4.0,744,$$$,"['Tapas/Small Plates', 'Spanish', 'Tapas Bars']",0,New York City,0
Aurora,4.0,643,$$,"['Italian', 'Comfort Food']",0,New York City,1
Root & Bone,4.0,1621,$$,"['Southern', 'Comfort Food', 'Desserts']",0,New York City,0
Agora Turkish Restaurant,4.5,579,$$,"['Turkish', 'Mediterranean', 'Halal']",0,New York City,0
Salt + Charcoal,4.0,524,$$,"['Japanese', 'Asian Fusion', 'Steakhouses']",0,New York City,0
MR BAO,5.0,60,,"['Shanghainese', 'Asian Fusion']",0,New York City,0
Yaso,4.0,63,$$,['Shanghainese'],0,New York City,0
Coppelia,4.0,1352,$$,"['Cuban', 'Latin American', 'Bars']",0,New York City,0
Beauty & Essex,4.0,3504,$$$,['American (New)'],0,New York City,1
The Highwater,4.0,386,$$,"['American (New)', 'Hawaiian', 'Tiki Bars']",0,New York City,0
